Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1468746000.0 1.0 51 69 119 NA NA NA NA 97 143 168 NA NA NA NA 3095 742 745 NA NA NA NA 3193 795 766 NA NA NA NA
1468746000.0 10.0 NA 73 174 0 NA NA NA NA 140 229 0 NA NA NA NA 3968 3858 1179 NA NA NA NA 4093 3955 1217 NA NA NA
1468746000.0 1000.0 NA 171 97 0 34 NA NA NA 239 152 0 66 NA NA NA 3955 1029 853 328 NA NA NA 4051 1150 875 353 NA NA
1468746000.0 1001.0 NA 165 162 0 0 0 0 NA 222 202 0 0 0 0 NA 3399 1025 108 102 1346 270 NA 3437 1042 112 105 1352 276
1468746000.0 1002.0 NA 181 62 NA NA NA NA NA 248 93 NA NA NA NA NA 4119 303 NA NA NA NA NA 4179 323 NA NA NA NA
1468746000.0 1003.0 NA 155 0 NA NA NA NA NA 218 0 NA NA NA NA NA 5429 824 NA NA NA NA NA 5681 904 NA NA NA NA
1468746000.0 101.0 79 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1239 NA NA NA NA NA NA 1268 NA NA NA NA NA NA
1468746000.0 102.0 80 NA NA NA NA NA NA 135 NA NA NA NA NA NA 889 NA NA NA NA NA NA 901 NA NA NA NA NA NA
1468746000.0 103.0 46 72 169 NA NA NA NA 90 143 224 NA NA NA NA 867 265 545 NA NA NA NA 889 282 574 NA NA NA NA
1468746000.0 105.0 51 70 21 NA NA NA NA 97 143 53 NA NA NA NA 2385 407 5 NA NA NA NA 2415 424 8 NA NA NA NA
1468746000.0 106.0 37 0 0 NA NA NA NA 76 0 0 NA NA NA NA 760 180 327 NA NA NA NA 787 222 342 NA NA NA NA
1468746000.0 107.0 51 72 171 NA NA NA NA 97 143 227 NA NA NA NA 5660 860 1024 NA NA NA NA 5759 888 1114 NA NA NA NA
1468746000.0 108.0 56 85 172 NA NA NA NA 100 143 228 NA NA NA NA 7766 771 1242 NA NA NA NA 8212 791 1287 NA NA NA NA
1468746000.0 109.0 54 77 171 NA NA NA NA 100 143 228 NA NA NA NA 9943 814 1532 NA NA NA NA 10217 881 1680 NA NA NA NA
1468746000.0 11.0 NA 64 184 0 46 NA NA NA 139 237 0 76 NA NA NA 3063 1756 1205 105 NA NA NA 3090 1779 1226 118 NA NA
1468746000.0 110.0 48 71 168 NA NA NA NA 88 143 226 NA NA NA NA 1114 769 973 NA NA NA NA 1191 874 1124 NA NA NA NA
1468746000.0 1102.0 NA 66 173 104 55 NA NA NA 139 230 154 100 NA NA NA 2265 3285 2039 186 NA NA NA 2304 3348 2117 195 NA NA
1468746000.0 111.0 51 83 172 NA NA NA NA 96 143 225 NA NA NA NA 3669 572 1007 NA NA NA NA 3793 589 1081 NA NA NA NA
1468746000.0 112.0 53 73 170 NA NA NA NA 98 143 227 NA NA NA NA 5164 801 1044 NA NA NA NA 5333 834 1121 NA NA NA NA
1468746000.0 113.0 53 74 171 NA NA NA NA 98 144 227 NA NA NA NA 5846 688 1007 NA NA NA NA 5920 705 1072 NA NA NA NA
1468746000.0 114.0 53 72 171 NA NA NA NA 98 143 227 NA NA NA NA 5182 758 1107 NA NA NA NA 5387 844 1195 NA NA NA NA
1468746000.0 115.0 55 84 175 NA NA NA NA 99 143 227 NA NA NA NA 6263 685 1020 NA NA NA NA 6333 694 1038 NA NA NA NA
1468746000.0 116.0 53 74 172 NA NA NA NA 99 143 227 NA NA NA NA 6074 747 1260 NA NA NA NA 6261 776 1443 NA NA NA NA
1468746000.0 117.0 54 79 171 NA NA NA NA 100 143 227 NA NA NA NA 9180 778 1244 NA NA NA NA 9584 800 1275 NA NA NA NA
1468746000.0 118.0 55 74 173 NA NA NA NA 99 143 227 NA NA NA NA 6687 704 1257 NA NA NA NA 6795 730 1286 NA NA NA NA
1468746000.0 119.0 53 72 176 NA NA NA NA 97 143 227 NA NA NA NA 5375 698 1035 NA NA NA NA 5462 720 1070 NA NA NA NA
1468746000.0 12.0 NA 71 173 0 NA NA NA NA 139 228 0 NA NA NA NA 3505 4172 1148 NA NA NA NA 3582 4234 1175 NA NA NA
1468746000.0 120.0 44 69 167 NA NA NA NA 87 143 226 NA NA NA NA 966 729 952 NA NA NA NA 1060 757 996 NA NA NA NA
1468746000.0 121.0 54 82 174 NA NA NA NA 99 143 227 NA NA NA NA 8660 831 1415 NA NA NA NA 9119 929 1550 NA NA NA NA
1468746000.0 122.0 51 80 169 NA NA NA NA 96 143 227 NA NA NA NA 2166 553 964 NA NA NA NA 2310 601 1153 NA NA NA NA
1468746000.0 123.1 157 NA NA NA NA NA NA 213 NA NA NA NA NA NA 646 NA NA NA NA NA NA 669 NA NA NA NA NA NA
1468746000.0 123.2 157 NA NA NA NA NA NA 214 NA NA NA NA NA NA 824 NA NA NA NA NA NA 855 NA NA NA NA NA NA
1468746000.0 123.3 141 NA NA NA NA NA NA 202 NA NA NA NA NA NA 765 NA NA NA NA NA NA 798 NA NA NA NA NA NA
1468746000.0 124.1 150 NA NA NA NA NA NA 205 NA NA NA NA NA NA 886 NA NA NA NA NA NA 973 NA NA NA NA NA NA
1468746000.0 124.2 156 NA NA NA NA NA NA 213 NA NA NA NA NA NA 1036 NA NA NA NA NA NA 1140 NA NA NA NA NA NA
1468746000.0 124.4 150 NA NA NA NA NA NA 205 NA NA NA NA NA NA 893 NA NA NA NA NA NA 938 NA NA NA NA NA NA
1468746000.0 124.5 150 NA NA NA NA NA NA 205 NA NA NA NA NA NA 835 NA NA NA NA NA NA 870 NA NA NA NA NA NA
1468746000.0 124.6 142 NA NA NA NA NA NA 202 NA NA NA NA NA NA 801 NA NA NA NA NA NA 833 NA NA NA NA NA NA
1468746000.0 125.0 53 73 172 NA NA NA NA 99 144 227 NA NA NA NA 7250 830 1010 NA NA NA NA 7428 853 1043 NA NA NA NA
1468746000.0 126.0 43 72 167 NA NA NA NA 84 143 226 NA NA NA NA 2038 807 1017 NA NA NA NA 2062 856 1062 NA NA NA NA
1468746000.0 127.0 44 70 173 NA NA NA NA 88 143 226 NA NA NA NA 2361 639 942 NA NA NA NA 2398 664 956 NA NA NA NA
1468746000.0 128.0 43 77 165 NA NA NA NA 83 143 226 NA NA NA NA 926 658 961 NA NA NA NA 951 678 1109 NA NA NA NA
1468746000.0 129.0 45 69 166 NA NA NA NA 83 143 226 NA NA NA NA 947 666 916 NA NA NA NA 1036 722 967 NA NA NA NA
1468746000.0 13.0 NA 71 171 0 NA NA NA NA 139 227 0 NA NA NA NA 573 1793 989 NA NA NA NA 590 1827 1017 NA NA NA
1468746000.0 130.0 44 71 169 NA NA NA NA 88 143 226 NA NA NA NA 682 395 564 NA NA NA NA 699 411 681 NA NA NA NA
1468746000.0 1301.0 58 109 148 NA NA NA NA 103 171 206 NA NA NA NA 2387 1062 1175 NA NA NA NA 3148 1189 1502 NA NA NA NA
1468746000.0 1302.0 64 130 151 NA NA NA NA 108 171 209 NA NA NA NA 7130 731 910 NA NA NA NA 7408 779 988 NA NA NA NA
