Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1469916000.0 1001.0 NA 167 170 0 0 0 0 NA 222 202 0 0 0 0 NA 2493 502 114 95 1135 59 NA 2565 1223 119 99 1177 69
1469916000.0 114.0 53 83 170 NA NA NA NA 98 143 227 NA NA NA NA 3853 487 757 NA NA NA NA 4169 505 793 NA NA NA NA
1469916000.0 1303.0 64 128 155 NA NA NA NA 109 171 214 NA NA NA NA 11430 820 1422 NA NA NA NA 12297 1011 1486 NA NA NA NA
1469916000.0 134.0 NA 180 29 0 NA NA NA NA 249 66 0 NA NA NA NA 2866 12 11 NA NA NA NA 2976 17 15 NA NA NA
1469916000.0 134.704 NA 106 201 0 NA NA NA NA 163 264 0 NA NA NA NA 1608 6552 860 NA NA NA NA 2150 6822 884 NA NA NA
1469916000.0 134.707 NA 109 198 0 NA NA NA NA 164 261 0 NA NA NA NA 1787 6661 813 NA NA NA NA 2296 6905 830 NA NA NA
1469916000.0 134.708 NA 102 200 0 NA NA NA NA 166 264 0 NA NA NA NA 1823 6293 849 NA NA NA NA 2432 6495 874 NA NA NA
1469916000.0 134.709 NA 101 213 0 NA NA NA NA 161 288 0 NA NA NA NA 2950 12891 1241 NA NA NA NA 3599 13211 1290 NA NA NA
1469916000.0 134.71 NA 100 195 0 NA NA NA NA 157 258 0 NA NA NA NA 1936 7725 1247 NA NA NA NA 2507 8241 1267 NA NA NA
1469916000.0 134.802 NA 108 201 0 NA NA NA NA 168 267 0 NA NA NA NA 2691 9454 863 NA NA NA NA 3099 10568 921 NA NA NA
1469916000.0 134.805 NA 111 207 0 NA NA NA NA 172 273 0 NA NA NA NA 2891 9381 875 NA NA NA NA 3359 10556 936 NA NA NA
1469916000.0 134.806 NA 113 210 0 NA NA NA NA 169 276 0 NA NA NA NA 3267 10252 876 NA NA NA NA 3748 10940 930 NA NA NA
1469916000.0 134.807 NA 136 217 0 NA NA NA NA 207 286 0 NA NA NA NA 3575 9765 982 NA NA NA NA 4065 12066 998 NA NA NA
1469916000.0 134.808 NA 133 217 0 NA NA NA NA 205 287 0 NA NA NA NA 3385 9850 888 NA NA NA NA 3814 12197 903 NA NA NA
1469916000.0 134.809 NA 110 198 0 NA NA NA NA 169 266 0 NA NA NA NA 2722 8779 875 NA NA NA NA 3134 9976 939 NA NA NA
1469916000.0 134.811 NA 113 206 0 NA NA NA NA 172 271 0 NA NA NA NA 2719 9453 871 NA NA NA NA 3112 10550 935 NA NA NA
1469916000.0 134.902 NA 107 200 0 NA NA NA NA 168 264 0 NA NA NA NA 2024 6449 810 NA NA NA NA 2598 6642 826 NA NA NA
1469916000.0 134.903 NA 106 203 0 NA NA NA NA 168 261 0 NA NA NA NA 1842 5889 834 NA NA NA NA 1948 6009 860 NA NA NA
1469916000.0 134.905 NA 106 203 0 NA NA NA NA 168 263 0 NA NA NA NA 1845 5805 816 NA NA NA NA 1956 5955 842 NA NA NA
1469916000.0 134.91 NA 109 202 0 NA NA NA NA 168 261 0 NA NA NA NA 1769 5609 824 NA NA NA NA 1942 6066 846 NA NA NA
1469916000.0 134.911 NA 108 202 0 NA NA NA NA 172 262 0 NA NA NA NA 2020 6135 825 NA NA NA NA 2582 6330 854 NA NA NA
1469916000.0 14.0 NA 67 172 0 NA NA NA NA 139 227 0 NA NA NA NA 3613 3549 1278 NA NA NA NA 3704 3636 1341 NA NA NA
