Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1468746000.0 1.0 51 71 121 NA NA NA NA 96 143 168 NA NA NA NA 1629 320 365 NA NA NA NA 1751 711 439 NA NA NA NA
1468746000.0 10.0 NA 66 174 0 NA NA NA NA 141 229 0 NA NA NA NA 2390 2611 803 NA NA NA NA 2448 2654 829 NA NA NA
1468746000.0 1000.0 NA 172 96 0 28 NA NA NA 237 154 0 66 NA NA NA 2572 555 568 102 NA NA NA 2733 1502 588 448 NA NA
1468746000.0 1001.0 NA 165 170 0 0 0 0 NA 222 202 0 0 0 0 NA 2338 514 89 94 1066 64 NA 2701 670 120 118 1084 77
1468746000.0 1002.0 NA 180 53 NA NA NA NA NA 249 93 NA NA NA NA NA 2150 160 NA NA NA NA NA 2593 310 NA NA NA NA
1468746000.0 1003.0 NA 155 0 NA NA NA NA NA 222 0 NA NA NA NA NA 2934 375 NA NA NA NA NA 3383 408 NA NA NA NA
1468746000.0 101.0 80 NA NA NA NA NA NA 136 NA NA NA NA NA NA 2128 NA NA NA NA NA NA 2210 NA NA NA NA NA NA
1468746000.0 102.0 80 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1647 NA NA NA NA NA NA 1676 NA NA NA NA NA NA
1468746000.0 103.0 46 73 168 NA NA NA NA 91 143 227 NA NA NA NA 1095 376 808 NA NA NA NA 1113 391 894 NA NA NA NA
1468746000.0 105.0 51 72 20 NA NA NA NA 97 144 53 NA NA NA NA 3229 754 8 NA NA NA NA 3513 832 13 NA NA NA NA
1468746000.0 106.0 36 0 0 NA NA NA NA 76 0 0 NA NA NA NA 373 81 170 NA NA NA NA 414 117 319 NA NA NA NA
1468746000.0 107.0 53 80 169 NA NA NA NA 98 144 226 NA NA NA NA 4754 439 755 NA NA NA NA 5031 475 967 NA NA NA NA
1468746000.0 108.0 53 74 170 NA NA NA NA 100 144 228 NA NA NA NA 5050 448 824 NA NA NA NA 5119 462 864 NA NA NA NA
1468746000.0 109.0 54 75 170 NA NA NA NA 100 144 228 NA NA NA NA 6129 485 863 NA NA NA NA 6222 499 911 NA NA NA NA
1468746000.0 11.0 NA 64 178 0 46 NA NA NA 139 237 0 76 NA NA NA 1817 1249 891 62 NA NA NA 1872 1424 923 83 NA NA
1468746000.0 110.0 43 71 167 NA NA NA NA 84 143 227 NA NA NA NA 881 583 885 NA NA NA NA 915 615 958 NA NA NA NA
1468746000.0 1102.0 NA 66 172 100 53 NA NA NA 140 230 154 100 NA NA NA 2429 3545 2114 197 NA NA NA 2527 3603 2193 213 NA NA
1468746000.0 111.0 51 73 171 NA NA NA NA 97 144 227 NA NA NA NA 2086 351 433 NA NA NA NA 2446 436 623 NA NA NA NA
1468746000.0 112.0 52 73 169 NA NA NA NA 98 144 227 NA NA NA NA 3443 441 604 NA NA NA NA 3559 496 739 NA NA NA NA
1468746000.0 113.0 52 74 170 NA NA NA NA 98 144 227 NA NA NA NA 3624 432 586 NA NA NA NA 3789 508 700 NA NA NA NA
1468746000.0 114.0 52 73 167 NA NA NA NA 98 144 227 NA NA NA NA 3511 443 635 NA NA NA NA 3654 499 844 NA NA NA NA
1468746000.0 115.0 53 80 169 NA NA NA NA 99 144 227 NA NA NA NA 4277 475 735 NA NA NA NA 4472 512 763 NA NA NA NA
1468746000.0 116.0 55 73 171 NA NA NA NA 99 144 226 NA NA NA NA 4654 483 744 NA NA NA NA 4765 570 947 NA NA NA NA
1468746000.0 117.0 54 74 171 NA NA NA NA 99 144 228 NA NA NA NA 5824 489 823 NA NA NA NA 5902 510 863 NA NA NA NA
1468746000.0 118.0 51 73 173 NA NA NA NA 99 144 227 NA NA NA NA 5176 498 849 NA NA NA NA 5996 611 1079 NA NA NA NA
1468746000.0 119.0 51 72 169 NA NA NA NA 97 144 227 NA NA NA NA 3611 449 640 NA NA NA NA 3772 503 838 NA NA NA NA
