Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1469916000.0 10.0 NA 67 173 0 NA NA NA NA 140 229 0 NA NA NA NA 1602 1823 526 NA NA NA NA 1752 1889 536 NA NA NA
1469916000.0 1000.0 NA 173 97 0 36 NA NA NA 236 153 0 66 NA NA NA 1781 420 466 91 NA NA NA 1837 526 490 123 NA NA
1469916000.0 1001.0 NA 163 162 0 0 0 0 NA 220 202 0 0 0 0 NA 1643 274 54 53 396 41 NA 1685 296 65 65 416 96
1469916000.0 1003.0 NA 155 0 NA NA NA NA NA 222 0 NA NA NA NA NA 3431 536 NA NA NA NA NA 3810 550 NA NA NA NA
1469916000.0 107.0 51 76 170 NA NA NA NA 97 144 226 NA NA NA NA 2618 318 509 NA NA NA NA 2707 352 550 NA NA NA NA
1469916000.0 108.0 52 75 172 NA NA NA NA 100 144 228 NA NA NA NA 3649 319 572 NA NA NA NA 3760 342 592 NA NA NA NA
1469916000.0 11.0 NA 65 178 0 41 NA NA NA 139 235 0 76 NA NA NA 1277 833 575 40 NA NA NA 1321 866 591 59 NA NA
1469916000.0 1102.0 NA 68 173 99 59 NA NA NA 140 230 154 100 NA NA NA 2727 3866 2510 209 NA NA NA 2773 4753 2687 228 NA NA
1469916000.0 112.0 52 78 171 NA NA NA NA 98 144 227 NA NA NA NA 3457 418 692 NA NA NA NA 3609 440 726 NA NA NA NA
1469916000.0 113.0 52 74 168 NA NA NA NA 98 144 227 NA NA NA NA 3491 424 672 NA NA NA NA 3662 451 719 NA NA NA NA
1469916000.0 114.0 52 83 169 NA NA NA NA 98 144 225 NA NA NA NA 3932 435 711 NA NA NA NA 4106 529 762 NA NA NA NA
1469916000.0 115.0 53 82 170 NA NA NA NA 99 144 226 NA NA NA NA 2998 335 512 NA NA NA NA 3147 374 541 NA NA NA NA
1469916000.0 116.0 54 83 169 NA NA NA NA 99 144 226 NA NA NA NA 2926 309 535 NA NA NA NA 3000 327 569 NA NA NA NA
1469916000.0 119.0 53 82 170 NA NA NA NA 97 144 227 NA NA NA NA 2450 301 499 NA NA NA NA 2540 333 529 NA NA NA NA
1469916000.0 123.1 154 NA NA NA NA NA NA 213 NA NA NA NA NA NA 464 NA NA NA NA NA NA 521 NA NA NA NA NA NA
1469916000.0 123.2 154 NA NA NA NA NA NA 215 NA NA NA NA NA NA 577 NA NA NA NA NA NA 617 NA NA NA NA NA NA
1469916000.0 124.6 144 NA NA NA NA NA NA 203 NA NA NA NA NA NA 356 NA NA NA NA NA NA 394 NA NA NA NA NA NA
1469916000.0 125.0 53 80 170 NA NA NA NA 99 144 226 NA NA NA NA 3283 309 503 NA NA NA NA 3349 328 528 NA NA NA NA
1469916000.0 13.0 NA 70 170 0 NA NA NA NA 140 227 0 NA NA NA NA 210 856 472 NA NA NA NA 234 889 498 NA NA NA
1469916000.0 1301.0 57 112 139 NA NA NA NA 103 171 206 NA NA NA NA 1079 408 483 NA NA NA NA 1135 468 940 NA NA NA NA
1469916000.0 1302.0 63 121 152 NA NA NA NA 109 171 207 NA NA NA NA 7883 808 1012 NA NA NA NA 8207 1211 1110 NA NA NA NA
1469916000.0 1303.0 59 124 150 NA NA NA NA 110 172 216 NA NA NA NA 16233 1278 1427 NA NA NA NA 16812 1554 1478 NA NA NA NA
1469916000.0 132.0 51 78 170 NA NA NA NA 95 143 227 NA NA NA NA 2903 415 697 NA NA NA NA 3079 548 729 NA NA NA NA
1469916000.0 134.0 NA 181 33 0 NA NA NA NA 249 67 0 NA NA NA NA 2836 12 11 NA NA NA NA 2979 16 16 NA NA NA
1469916000.0 134.701 NA 103 202 0 NA NA NA NA 164 267 0 NA NA NA NA 1497 5912 962 NA NA NA NA 1693 6169 1014 NA NA NA
1469916000.0 134.703 NA 101 208 0 NA NA NA NA 163 271 0 NA NA NA NA 2306 8076 920 NA NA NA NA 3467 8980 954 NA NA NA
1469916000.0 134.704 NA 99 205 0 NA NA NA NA 163 265 0 NA NA NA NA 2251 9100 1170 NA NA NA NA 2378 10087 1199 NA NA NA
1469916000.0 134.706 NA 101 207 0 NA NA NA NA 163 269 0 NA NA NA NA 3116 10888 847 NA NA NA NA 3268 13062 857 NA NA NA
1469916000.0 134.709 NA 101 218 0 NA NA NA NA 162 289 0 NA NA NA NA 2518 10063 1135 NA NA NA NA 2720 11066 1147 NA NA NA
1469916000.0 134.801 NA 102 198 0 NA NA NA NA 166 263 0 NA NA NA NA 1631 6342 1090 NA NA NA NA 1735 7833 1180 NA NA NA
1469916000.0 134.802 NA 105 204 0 NA NA NA NA 168 267 0 NA NA NA NA 3603 12294 696 NA NA NA NA 3713 14091 703 NA NA NA
1469916000.0 134.803 NA 105 203 0 NA NA NA NA 170 267 0 NA NA NA NA 3186 11328 916 NA NA NA NA 3377 12182 929 NA NA NA
1469916000.0 134.804 NA 107 213 0 NA NA NA NA 169 277 0 NA NA NA NA 3634 12294 729 NA NA NA NA 3913 13379 737 NA NA NA
1469916000.0 134.805 NA 110 213 0 NA NA NA NA 173 273 0 NA NA NA NA 3850 12048 747 NA NA NA NA 3967 13156 756 NA NA NA
1469916000.0 134.806 NA 109 211 0 NA NA NA NA 170 276 0 NA NA NA NA 4482 12379 652 NA NA NA NA 4652 14894 659 NA NA NA
1469916000.0 134.807 NA 133 220 0 NA NA NA NA 208 287 0 NA NA NA NA 4835 12095 760 NA NA NA NA 5060 12751 770 NA NA NA
1469916000.0 134.808 NA 134 221 0 NA NA NA NA 206 287 0 NA NA NA NA 4518 11999 716 NA NA NA NA 4648 13840 729 NA NA NA
1469916000.0 134.809 NA 107 202 0 NA NA NA NA 170 266 0 NA NA NA NA 3779 11861 729 NA NA NA NA 4039 13378 763 NA NA NA
1469916000.0 134.81 NA 106 203 0 NA NA NA NA 168 268 0 NA NA NA NA 3415 10884 680 NA NA NA NA 3579 14942 689 NA NA NA
1469916000.0 134.811 NA 110 210 0 NA NA NA NA 173 271 0 NA NA NA NA 3678 12263 707 NA NA NA NA 3800 13261 715 NA NA NA
1469916000.0 134.812 NA 103 196 0 NA NA NA NA 164 261 0 NA NA NA NA 1545 5632 965 NA NA NA NA 1723 5949 1018 NA NA NA
1469916000.0 134.901 NA 106 197 0 NA NA NA NA 166 260 0 NA NA NA NA 1840 5806 935 NA NA NA NA 2258 6071 991 NA NA NA
1469916000.0 134.902 NA 105 200 0 NA NA NA NA 170 264 0 NA NA NA NA 2363 7621 876 NA NA NA NA 2804 8024 960 NA NA NA
1469916000.0 134.904 NA 108 202 0 NA NA NA NA 173 265 0 NA NA NA NA 3564 10438 1044 NA NA NA NA 3702 10948 1053 NA NA NA
1469916000.0 134.905 NA 106 198 0 NA NA NA NA 169 263 0 NA NA NA NA 2076 6484 930 NA NA NA NA 3131 6873 963 NA NA NA
1469916000.0 134.907 NA 129 217 0 NA NA NA NA 210 280 0 NA NA NA NA 3768 9666 1115 NA NA NA NA 3920 11076 1124 NA NA NA
1469916000.0 134.908 NA 134 218 0 NA NA NA NA 211 281 0 NA NA NA NA 3639 9687 1050 NA NA NA NA 3829 10990 1058 NA NA NA
1469916000.0 134.909 NA 106 200 0 NA NA NA NA 170 262 0 NA NA NA NA 2946 9222 1074 NA NA NA NA 3098 10676 1086 NA NA NA
1469916000.0 134.91 NA 105 202 0 NA NA NA NA 168 261 0 NA NA NA NA 1985 6223 839 NA NA NA NA 2112 6416 864 NA NA NA
1469916000.0 134.911 NA 107 200 0 NA NA NA NA 172 263 0 NA NA NA NA 2216 6760 833 NA NA NA NA 3265 7494 852 NA NA NA
1469916000.0 135.1 182 0 91 NA NA NA NA 247 0 142 NA NA NA NA 780 160 228 NA NA NA NA 861 178 324 NA NA NA NA
1469916000.0 135.2 169 0 87 NA NA NA NA 229 0 142 NA NA NA NA 509 132 188 NA NA NA NA 581 153 253 NA NA NA NA
1469916000.0 135.4 183 0 93 NA NA NA NA 246 0 142 NA NA NA NA 658 155 205 NA NA NA NA 1111 178 250 NA NA NA NA
1469916000.0 135.5 177 0 89 NA NA NA NA 246 0 142 NA NA NA NA 631 155 203 NA NA NA NA 713 169 259 NA NA NA NA
