Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1468616400.0 1.0 47 60 128 NA NA NA NA NA 93 135 177 NA NA NA NA NA 3316 480 1036 NA NA NA NA NA 3503 495 1059 NA NA NA NA NA
1468616400.0 10.0 NA 81 194 0 NA NA NA NA NA 152 259 0 NA NA NA NA NA 2246 2405 629 NA NA NA NA NA 3855 7093 658 NA NA NA NA
1468616400.0 1000.0 NA 217 125 0 47 NA NA NA NA 280 185 0 80 NA NA NA NA 4002 757 702 178 NA NA NA NA 4365 817 725 202 NA NA NA
1468616400.0 1001.0 NA 185 173 0 0 0 0 0 NA 246 218 0 0 0 0 0 NA 3534 940 12 114 967 66 947 NA 3620 985 18 117 976 116 966
1468616400.0 1002.0 NA 213 68 NA NA NA NA NA NA 280 101 NA NA NA NA NA NA 2808 156 NA NA NA NA NA NA 2875 172 NA NA NA NA NA
1468616400.0 10021.0 NA 103 227 0 NA NA NA NA NA 176 321 0 NA NA NA NA NA 713 1725 649 NA NA NA NA NA 819 1873 686 NA NA NA NA
1468616400.0 10023.0 NA 99 232 0 NA NA NA NA NA 176 321 0 NA NA NA NA NA 633 1186 538 NA NA NA NA NA 1101 1338 578 NA NA NA NA
1468616400.0 10024.0 NA 102 234 0 NA NA NA NA NA 176 322 0 NA NA NA NA NA 1104 2028 690 NA NA NA NA NA 1296 2322 815 NA NA NA NA
1468616400.0 10024.1 NA 113 144 0 NA NA NA NA NA 176 217 0 NA NA NA NA NA 444 549 352 NA NA NA NA NA 521 823 373 NA NA NA NA
1468616400.0 10024.2 NA 106 230 0 NA NA NA NA NA 176 321 0 NA NA NA NA NA 831 1962 646 NA NA NA NA NA 1080 2133 695 NA NA NA NA
1468616400.0 10024.3 NA 104 139 0 NA NA NA NA NA 176 213 0 NA NA NA NA NA 487 494 333 NA NA NA NA NA 791 585 350 NA NA NA NA
1468616400.0 10024.4 NA 104 236 0 NA NA NA NA NA 176 320 0 NA NA NA NA NA 808 1775 865 NA NA NA NA NA 922 1933 894 NA NA NA NA
1468616400.0 10024.5 NA 103 141 0 NA NA NA NA NA 176 213 0 NA NA NA NA NA 507 476 312 NA NA NA NA NA 891 557 325 NA NA NA NA
1468616400.0 10025.0 NA 104 237 0 NA NA NA NA NA 176 322 0 NA NA NA NA NA 705 1347 631 NA NA NA NA NA 951 1772 645 NA NA NA NA
1468616400.0 10026.0 NA 105 237 0 NA NA NA NA NA 176 322 0 NA NA NA NA NA 705 2272 659 NA NA NA NA NA 790 2473 690 NA NA NA NA
1468616400.0 1003.0 NA 180 0 NA NA NA NA NA NA 247 0 NA NA NA NA NA NA 4654 464 NA NA NA NA NA NA 4750 478 NA NA NA NA NA
1468616400.0 1004.0 NA 180 133 0 0 0 0 NA NA 242 180 0 0 0 0 NA NA 560 272 6 72 574 694 NA NA 633 300 16 77 581 708 NA
1468616400.0 101.0 76 NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA 1839 NA NA NA NA NA NA NA 1894 NA NA NA NA NA NA NA
1468616400.0 102.0 77 NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA 1227 NA NA NA NA NA NA NA 1294 NA NA NA NA NA NA NA
1468616400.0 10224.0 NA 136 304 0 NA NA NA NA NA 207 395 0 NA NA NA NA NA 3551 5698 422 NA NA NA NA NA 10890 13006 429 NA NA NA NA
1468616400.0 10225.0 NA 135 304 0 NA NA NA NA NA 208 395 0 NA NA NA NA NA 3650 4157 404 NA NA NA NA NA 14386 14440 413 NA NA NA NA
1468616400.0 103.0 34 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 562 193 303 NA NA NA NA NA 576 244 364 NA NA NA NA NA
1468616400.0 105.0 47 76 24 NA NA NA NA NA 94 142 54 NA NA NA NA NA 2805 348 3 NA NA NA NA NA 2939 364 12 NA NA NA NA NA
1468616400.0 106.0 34 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 535 185 248 NA NA NA NA NA 545 244 273 NA NA NA NA NA
1468616400.0 107.0 47 79 191 NA NA NA NA NA 94 142 256 NA NA NA NA NA 5827 626 811 NA NA NA NA NA 6384 749 888 NA NA NA NA NA
1468616400.0 108.0 51 81 190 NA NA NA NA NA 97 143 256 NA NA NA NA NA 8352 595 902 NA NA NA NA NA 8969 626 1112 NA NA NA NA NA
1468616400.0 10821.0 83 NA NA NA NA NA NA NA 125 NA NA NA NA NA NA NA 3154 NA NA NA NA NA NA NA 3248 NA NA NA NA NA NA NA
1468616400.0 10824.0 96 NA NA NA NA NA NA NA 142 NA NA NA NA NA NA NA 19868 NA NA NA NA NA NA NA 20830 NA NA NA NA NA NA NA
1468616400.0 10825.0 95 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 15609 NA NA NA NA NA NA NA 15955 NA NA NA NA NA NA NA
1468616400.0 10826.0 96 NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA 22413 NA NA NA NA NA NA NA 29273 NA NA NA NA NA NA NA
1468616400.0 109.0 58 71 194 NA NA NA NA NA 97 143 256 NA NA NA NA NA 8398 783 921 NA NA NA NA NA 8929 823 1222 NA NA NA NA NA
1468616400.0 11.0 NA 77 204 0 53 NA NA NA NA 151 267 0 92 NA NA NA NA 1876 915 734 40 NA NA NA NA 1920 1016 760 49 NA NA NA
1468616400.0 110.0 44 71 191 NA NA NA NA NA 86 142 256 NA NA NA NA NA 705 375 400 NA NA NA NA NA 767 394 426 NA NA NA NA NA
1468616400.0 1102.0 NA 82 200 115 68 NA NA NA NA 151 264 172 114 NA NA NA NA 4402 5197 3819 301 NA NA NA NA 4578 5350 3883 336 NA NA NA
1468616400.0 111.0 47 71 191 NA NA NA NA NA 94 143 256 NA NA NA NA NA 3300 429 663 NA NA NA NA NA 3382 464 817 NA NA NA NA NA
1468616400.0 112.0 48 72 190 NA NA NA NA NA 94 143 256 NA NA NA NA NA 6328 571 738 NA NA NA NA NA 6843 591 775 NA NA NA NA NA
1468616400.0 113.0 50 80 192 NA NA NA NA NA 97 143 256 NA NA NA NA NA 7785 645 734 NA NA NA NA NA 8035 739 824 NA NA NA NA NA
1468616400.0 114.0 49 71 189 NA NA NA NA NA 96 143 257 NA NA NA NA NA 7274 656 805 NA NA NA NA NA 7403 855 2386 NA NA NA NA NA
1468616400.0 115.0 51 82 198 NA NA NA NA NA 97 143 256 NA NA NA NA NA 7634 634 816 NA NA NA NA NA 8386 671 856 NA NA NA NA NA
1468616400.0 116.0 50 80 191 NA NA NA NA NA 96 143 256 NA NA NA NA NA 7910 688 872 NA NA NA NA NA 8191 715 1158 NA NA NA NA NA
1468616400.0 117.0 49 71 200 NA NA NA NA NA 97 143 259 NA NA NA NA NA 10103 752 893 NA NA NA NA NA 10435 779 986 NA NA NA NA NA
1468616400.0 118.0 52 83 195 NA NA NA NA NA 97 143 257 NA NA NA NA NA 9294 654 1028 NA NA NA NA NA 9734 716 1557 NA NA NA NA NA
1468616400.0 119.0 47 70 189 NA NA NA NA NA 94 142 256 NA NA NA NA NA 5457 709 779 NA NA NA NA NA 6083 744 858 NA NA NA NA NA
1468616400.0 12.0 NA 87 198 0 NA NA NA NA NA 151 261 0 NA NA NA NA NA 4153 4011 1178 NA NA NA NA NA 4664 4212 1358 NA NA NA NA
1468616400.0 120.0 40 67 188 NA NA NA NA NA 81 142 256 NA NA NA NA NA 561 332 485 NA NA NA NA NA 598 365 537 NA NA NA NA NA
1468616400.0 121.0 52 78 197 NA NA NA NA NA 97 143 259 NA NA NA NA NA 8929 641 982 NA NA NA NA NA 9756 659 1180 NA NA NA NA NA
1468616400.0 122.0 43 78 188 NA NA NA NA NA 90 142 256 NA NA NA NA NA 1241 281 495 NA NA NA NA NA 1283 316 548 NA NA NA NA NA
1468616400.0 123.1 171 NA NA NA NA NA NA NA 244 NA NA NA NA NA NA NA 1086 NA NA NA NA NA NA NA 1186 NA NA NA NA NA NA NA
1468616400.0 123.2 174 NA NA NA NA NA NA NA 247 NA NA NA NA NA NA NA 1121 NA NA NA NA NA NA NA 1172 NA NA NA NA NA NA NA
1468616400.0 123.3 164 NA NA NA NA NA NA NA 229 NA NA NA NA NA NA NA 648 NA NA NA NA NA NA NA 706 NA NA NA NA NA NA NA
1468616400.0 124.1 169 NA NA NA NA NA NA NA 239 NA NA NA NA NA NA NA 718 NA NA NA NA NA NA NA 802 NA NA NA NA NA NA NA
