Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1468918800.0 1.0 46 61 126 NA NA NA NA NA 93 135 177 NA NA NA NA NA 3229 493 1007 NA NA NA NA NA 3649 513 1054 NA NA NA NA NA
1468918800.0 10.0 NA 90 196 0 NA NA NA NA NA 152 260 0 NA NA NA NA NA 3806 3362 921 NA NA NA NA NA 3872 3446 956 NA NA NA NA
1468918800.0 1000.0 NA 213 124 0 47 NA NA NA NA 280 186 0 80 NA NA NA NA 3934 780 635 220 NA NA NA NA 4037 1136 700 435 NA NA NA
1468918800.0 1001.0 NA 186 174 0 0 0 0 0 NA 246 218 0 0 0 0 0 NA 2872 548 10 75 870 56 663 NA 3014 587 13 87 893 66 674
1468918800.0 1002.0 NA 212 60 NA NA NA NA NA NA 281 101 NA NA NA NA NA NA 2260 143 NA NA NA NA NA NA 2928 153 NA NA NA NA NA
1468918800.0 10021.0 NA 96 232 0 NA NA NA NA NA 176 321 0 NA NA NA NA NA 846 1561 601 NA NA NA NA NA 1363 1720 619 NA NA NA NA
1468918800.0 10023.0 NA 100 225 0 NA NA NA NA NA 176 321 0 NA NA NA NA NA 622 1217 619 NA NA NA NA NA 804 1435 669 NA NA NA NA
1468918800.0 10024.0 NA 103 239 0 NA NA NA NA NA 176 322 0 NA NA NA NA NA 726 1569 632 NA NA NA NA NA 1073 1680 657 NA NA NA NA
1468918800.0 10024.1 NA 103 143 0 NA NA NA NA NA 177 217 0 NA NA NA NA NA 430 446 305 NA NA NA NA NA 541 565 332 NA NA NA NA
1468918800.0 10024.2 NA 111 235 0 NA NA NA NA NA 176 321 0 NA NA NA NA NA 702 1535 647 NA NA NA NA NA 883 1917 709 NA NA NA NA
1468918800.0 10024.3 NA 103 139 0 NA NA NA NA NA 177 213 0 NA NA NA NA NA 416 410 257 NA NA NA NA NA 510 1123 292 NA NA NA NA
1468918800.0 10024.4 NA 102 231 0 NA NA NA NA NA 176 320 0 NA NA NA NA NA 755 1552 629 NA NA NA NA NA 927 1792 713 NA NA NA NA
1468918800.0 10024.5 NA 103 135 0 NA NA NA NA NA 177 213 0 NA NA NA NA NA 402 433 261 NA NA NA NA NA 513 567 286 NA NA NA NA
1468918800.0 10026.0 NA 109 238 0 NA NA NA NA NA 176 321 0 NA NA NA NA NA 741 2341 619 NA NA NA NA NA 810 2661 671 NA NA NA NA
1468918800.0 1003.0 NA 178 0 NA NA NA NA NA NA 251 0 NA NA NA NA NA NA 4714 463 NA NA NA NA NA NA 4994 481 NA NA NA NA NA
1468918800.0 1004.0 NA 179 131 0 0 0 0 NA NA 243 181 0 0 0 0 NA NA 485 173 6 50 368 294 NA NA 551 215 73 70 518 381 NA
1468918800.0 101.0 78 NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA 1314 NA NA NA NA NA NA NA 1359 NA NA NA NA NA NA NA
1468918800.0 102.0 79 NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA 890 NA NA NA NA NA NA NA 1043 NA NA NA NA NA NA NA
1468918800.0 10224.0 NA 136 298 0 NA NA NA NA NA 204 395 0 NA NA NA NA NA 2740 5239 581 NA NA NA NA NA 7385 17875 718 NA NA NA NA
1468918800.0 10225.0 NA 145 295 0 NA NA NA NA NA 208 394 0 NA NA NA NA NA 2659 4780 507 NA NA NA NA NA 10875 18964 535 NA NA NA NA
1468918800.0 103.0 34 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 432 88 186 NA NA NA NA NA 552 97 215 NA NA NA NA NA
1468918800.0 105.0 47 70 19 NA NA NA NA NA 94 142 54 NA NA NA NA NA 2529 305 3 NA NA NA NA NA 2740 330 9 NA NA NA NA NA
1468918800.0 106.0 33 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 351 72 126 NA NA NA NA NA 405 91 141 NA NA NA NA NA
1468918800.0 10621.0 73 78 140 0 NA NA NA NA 114 126 182 0 NA NA NA NA 1575 759 721 164 NA NA NA NA 1685 817 831 179 NA NA NA NA
1468918800.0 10624.0 82 89 147 0 NA NA NA NA 129 127 184 0 NA NA NA NA 7328 750 617 273 NA NA NA NA 7598 810 679 305 NA NA NA NA
1468918800.0 10625.0 81 90 147 0 NA NA NA NA 128 133 182 0 NA NA NA NA 6209 699 514 234 NA NA NA NA 6341 754 575 248 NA NA NA NA
1468918800.0 10626.0 84 80 137 0 NA NA NA NA 130 127 185 0 NA NA NA NA 10675 775 672 275 NA NA NA NA 10900 892 772 302 NA NA NA NA
1468918800.0 107.0 48 72 192 NA NA NA NA NA 94 143 256 NA NA NA NA NA 5472 572 784 NA NA NA NA NA 5604 598 820 NA NA NA NA NA
1468918800.0 108.0 52 82 190 NA NA NA NA NA 97 143 257 NA NA NA NA NA 8839 714 998 NA NA NA NA NA 9246 764 1122 NA NA NA NA NA
1468918800.0 10821.0 82 NA NA NA NA NA NA NA 125 NA NA NA NA NA NA NA 2759 NA NA NA NA NA NA NA 2898 NA NA NA NA NA NA NA
1468918800.0 10824.0 94 NA NA NA NA NA NA NA 142 NA NA NA NA NA NA NA 11366 NA NA NA NA NA NA NA 11562 NA NA NA NA NA NA NA
1468918800.0 10825.0 96 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 18139 NA NA NA NA NA NA NA 18551 NA NA NA NA NA NA NA
