Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470258000.0 10.0 NA 83 194 0 NA NA 152 257 0 NA NA 1988 1796 498 NA NA 2158 1880 520 NA
1470258000.0 1000.0 NA 210 122 0 37 NA 274 181 0 78 NA 2026 422 429 116 NA 2132 470 458 148
1470258000.0 10224.0 NA 140 285 0 NA NA 205 392 0 NA NA 2700 3612 494 NA NA 7598 18290 507 NA
1470258000.0 10225.0 NA 146 295 0 NA NA 205 389 0 NA NA 4145 5627 770 NA NA 13146 19686 2214 NA
1470258000.0 10621.0 71 77 146 0 NA 114 126 195 0 NA 1258 634 718 250 NA 1386 1150 1008 278 NA
1470258000.0 10626.0 79 78 152 0 NA 130 127 198 0 NA 9562 685 763 362 NA 10886 1183 862 395 NA
1470258000.0 107.0 48 70 186 NA NA 94 142 254 NA NA 4333 356 443 NA NA 4526 395 641 NA NA
1470258000.0 108.0 50 71 192 NA NA 97 143 254 NA NA 7736 451 696 NA NA 8463 815 821 NA NA
1470258000.0 10824.0 97 NA NA NA NA 143 NA NA NA NA 11683 NA NA NA NA 11949 NA NA NA NA
1470258000.0 10825.0 94 NA NA NA NA 141 NA NA NA NA 8932 NA NA NA NA 9698 NA NA NA NA
1470258000.0 109.0 49 74 192 NA NA 96 142 255 NA NA 7425 455 689 NA NA 8206 499 798 NA NA
1470258000.0 11.0 NA 80 205 0 59 NA 152 264 0 90 NA 1605 647 447 26 NA 1649 748 463 44
1470258000.0 1102.0 NA 82 196 104 55 NA 152 259 155 112 NA 2204 2563 1455 130 NA 2312 2626 1491 149
1470258000.0 11025.0 93 200 81 NA NA 140 252 122 NA NA 10581 2781 1102 NA NA 14941 4803 1409 NA NA
1470258000.0 11221.0 77 77 147 0 NA 119 126 195 0 NA 1375 669 684 287 NA 1463 838 855 342 NA
1470258000.0 11226.0 89 80 150 0 NA 135 126 199 0 NA 9527 744 714 357 NA 10106 872 919 379 NA
1470258000.0 113.0 52 77 193 NA NA 97 143 254 NA NA 7218 444 507 NA NA 8282 478 814 NA NA
1470258000.0 114.0 50 78 186 NA NA 96 143 254 NA NA 7065 449 565 NA NA 7371 905 687 NA NA
1470258000.0 117.0 52 79 193 NA NA 97 143 254 NA NA 6692 342 501 NA NA 6933 416 659 NA NA
1470258000.0 118.0 51 80 196 NA NA 97 143 254 NA NA 6493 339 535 NA NA 6603 377 634 NA NA
1470258000.0 119.0 47 72 191 NA NA 94 143 254 NA NA 4601 330 408 NA NA 4702 357 465 NA NA
1470258000.0 121.0 51 80 199 NA NA 98 143 254 NA NA 7491 471 656 NA NA 8349 880 732 NA NA
1470258000.0 1301.0 54 134 167 NA NA 101 200 226 NA NA 1300 389 305 NA NA 1556 682 367 NA NA
1470258000.0 1302.0 58 140 166 NA NA 105 201 228 NA NA 7268 581 549 NA NA 7601 674 722 NA NA
1470258000.0 1306.0 NA 151 234 0 NA NA 215 315 0 NA NA 457 738 1262 NA NA 842 866 1289 NA
1470258000.0 1311.0 NA 157 223 0 62 NA 216 289 0 100 NA 450 672 1315 85 NA 566 774 1342 167
1470258000.0 1316.0 NA 160 236 0 NA NA 218 315 0 NA NA 512 807 1245 NA NA 606 904 1271 NA
1470258000.0 132.0 47 70 188 NA NA 92 142 254 NA NA 3466 329 350 NA NA 3644 383 594 NA NA
1470258000.0 1320.0 NA 155 236 0 NA NA 217 316 0 NA NA 538 845 1285 NA NA 658 1022 1341 NA
1470258000.0 1323.0 NA 161 233 0 NA NA 215 315 0 NA NA 438 717 1222 NA NA 533 928 1275 NA
1470258000.0 1324.0 NA 163 245 0 NA NA 230 316 0 NA NA 680 1036 1312 NA NA 782 1200 1391 NA
1470258000.0 1325.0 NA 172 256 0 73 NA 229 316 0 108 NA 633 1061 1365 140 NA 715 1499 1405 226
1470258000.0 1326.0 NA 158 242 0 NA NA 223 316 0 NA NA 554 837 1272 NA NA 626 942 1306 NA
1470258000.0 1327.0 NA 163 238 0 NA NA 223 316 0 NA NA 516 791 1271 NA NA 588 892 1299 NA
