Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1468443600.0 1.0 47 73 126 NA NA NA NA NA 94 147 188 NA NA NA NA NA 4287 500 1770 NA NA NA NA NA 4355 518 1822 NA NA NA NA NA
1468443600.0 10.0 NA 83 201 0 NA NA NA NA NA 153 261 0 NA NA NA NA NA 2617 1868 482 NA NA NA NA NA 2707 1892 489 NA NA NA NA
1468443600.0 1000.0 NA 206 122 0 39 NA NA NA NA 280 185 0 80 NA NA NA NA 5496 729 743 165 NA NA NA NA 5761 845 810 245 NA NA NA
1468443600.0 1001.0 NA 183 166 0 0 0 0 0 NA 247 218 0 0 0 0 0 NA 2578 618 9 81 921 68 764 NA 2754 844 71 87 1014 119 851
1468443600.0 1002.0 NA 213 65 NA NA NA NA NA NA 280 101 NA NA NA NA NA NA 3125 133 NA NA NA NA NA NA 3276 142 NA NA NA NA NA
1468443600.0 10021.0 NA 99 231 0 NA NA NA NA NA 177 323 0 NA NA NA NA NA 418 1127 299 NA NA NA NA NA 497 1298 328 NA NA NA NA
1468443600.0 10023.0 NA 97 220 0 NA NA NA NA NA 177 323 0 NA NA NA NA NA 591 1607 577 NA NA NA NA NA 678 1744 592 NA NA NA NA
1468443600.0 10024.0 NA 102 240 0 NA NA NA NA NA 177 324 0 NA NA NA NA NA 608 1763 644 NA NA NA NA NA 669 1892 659 NA NA NA NA
1468443600.0 10024.1 NA 103 146 0 NA NA NA NA NA 177 222 0 NA NA NA NA NA 639 704 475 NA NA NA NA NA 706 780 491 NA NA NA NA
1468443600.0 10024.2 NA 103 237 0 NA NA NA NA NA 177 323 0 NA NA NA NA NA 655 2259 664 NA NA NA NA NA 716 2471 705 NA NA NA NA
1468443600.0 10024.3 NA 104 143 0 NA NA NA NA NA 177 217 0 NA NA NA NA NA 628 505 291 NA NA NA NA NA 713 535 298 NA NA NA NA
