Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1468486800.0 1.0 59 97 161 NA NA 106 152 195 NA NA 3450 628 508 NA NA 3472 686 721 NA NA
1468486800.0 101.0 100 NA NA NA NA 145 NA NA NA NA 2097 NA NA NA NA 2284 NA NA NA NA
1468486800.0 102.0 105 NA NA NA NA 146 NA NA NA NA 1666 NA NA NA NA 1712 NA NA NA NA
1468486800.0 10224.0 NA 149 334 0 NA NA 212 401 0 NA NA 4155 7038 997 NA NA 8309 12021 1135 NA
1468486800.0 10225.0 NA 162 348 0 NA NA 211 411 0 NA NA 4260 7119 946 NA NA 12354 14403 1149 NA
1468486800.0 103.0 46 0 0 NA NA 79 0 0 NA NA 763 128 261 NA NA 869 145 404 NA NA
1468486800.0 105.0 60 101 36 NA NA 105 155 56 NA NA 3295 622 4 NA NA 3304 737 101 NA NA
1468486800.0 106.0 58 0 0 NA NA 79 0 0 NA NA 764 126 258 NA NA 868 185 302 NA NA
1468486800.0 107.0 60 102 225 NA NA 107 155 268 NA NA 5805 657 820 NA NA 5914 812 945 NA NA
1468486800.0 108.0 63 90 227 NA NA 109 155 269 NA NA 9271 700 1077 NA NA 9378 799 1363 NA NA
1468486800.0 10821.0 101 NA NA NA NA 137 NA NA NA NA 6369 NA NA NA NA 6406 NA NA NA NA
1468486800.0 10824.0 111 NA NA NA NA 157 NA NA NA NA 24768 NA NA NA NA 25025 NA NA NA NA
1468486800.0 10825.0 110 NA NA NA NA 158 NA NA NA NA 18581 NA NA NA NA 18736 NA NA NA NA
1468486800.0 10826.0 116 NA NA NA NA 164 NA NA NA NA 42416 NA NA NA NA 42546 NA NA NA NA
1468486800.0 109.0 62 104 227 NA NA 107 155 270 NA NA 9327 707 1064 NA NA 9383 811 1350 NA NA
1468486800.0 110.0 65 101 230 NA NA 87 155 267 NA NA 1204 601 659 NA NA 1307 700 945 NA NA
1468486800.0 111.0 73 103 236 NA NA 104 155 268 NA NA 3550 476 708 NA NA 3562 567 934 NA NA
1468486800.0 112.0 61 89 229 NA NA 106 155 268 NA NA 5635 664 763 NA NA 5738 723 1043 NA NA
1468486800.0 113.0 64 103 227 NA NA 109 155 269 NA NA 7011 661 816 NA NA 7023 716 993 NA NA
1468486800.0 114.0 73 89 231 NA NA 109 155 268 NA NA 6579 667 825 NA NA 6590 819 1100 NA NA
1468486800.0 115.0 62 96 230 NA NA 111 155 269 NA NA 7717 686 900 NA NA 7824 741 1115 NA NA
1468486800.0 116.0 62 103 232 NA NA 107 155 269 NA NA 7733 662 869 NA NA 7838 812 1044 NA NA
1468486800.0 117.0 63 104 238 NA NA 111 155 270 NA NA 9474 681 995 NA NA 9486 873 1175 NA NA
1468486800.0 118.0 72 104 228 NA NA 109 155 270 NA NA 9340 714 1106 NA NA 9356 914 1299 NA NA
1468486800.0 119.0 73 90 226 NA NA 105 155 268 NA NA 5294 658 764 NA NA 5305 809 995 NA NA
1468486800.0 12.0 NA 89 234 0 NA NA 160 275 0 NA NA 3799 3934 1024 NA NA 3923 4114 1155 NA
1468486800.0 120.0 64 92 222 NA NA 86 155 267 NA NA 943 597 648 NA NA 1048 786 874 NA NA
1468486800.0 121.0 63 104 230 NA NA 107 155 271 NA NA 9385 700 1025 NA NA 9397 795 1147 NA NA
1468486800.0 122.0 55 88 224 NA NA 99 155 268 NA NA 1320 357 630 NA NA 1428 538 881 NA NA
1468486800.0 123.1 222 NA NA NA NA 256 NA NA NA NA 931 NA NA NA NA 1148 NA NA NA NA
1468486800.0 123.2 217 NA NA NA NA 259 NA NA NA NA 1199 NA NA NA NA 1514 NA NA NA NA
1468486800.0 123.3 204 NA NA NA NA 242 NA NA NA NA 721 NA NA NA NA 885 NA NA NA NA
1468486800.0 124.1 207 NA NA NA NA 246 NA NA NA NA 717 NA NA NA NA 912 NA NA NA NA
1468486800.0 124.2 217 NA NA NA NA 254 NA NA NA NA 885 NA NA NA NA 1128 NA NA NA NA
1468486800.0 124.4 204 NA NA NA NA 246 NA NA NA NA 740 NA NA NA NA 871 NA NA NA NA
1468486800.0 124.5 216 NA NA NA NA 246 NA NA NA NA 729 NA NA NA NA 955 NA NA NA NA
1468486800.0 124.6 195 NA NA NA NA 242 NA NA NA NA 744 NA NA NA NA 1026 NA NA NA NA
1468486800.0 125.0 60 98 225 NA NA 105 155 268 NA NA 5895 658 800 NA NA 5913 851 976 NA NA
1468486800.0 126.0 53 87 232 NA NA 94 155 267 NA NA 2578 625 692 NA NA 2587 780 873 NA NA
1468486800.0 127.0 53 86 233 NA NA 94 155 268 NA NA 2356 617 684 NA NA 2465 713 965 NA NA
1468486800.0 128.0 53 88 223 NA NA 93 155 268 NA NA 885 626 668 NA NA 921 1056 920 NA NA
1468486800.0 129.0 64 99 223 NA NA 86 155 268 NA NA 974 591 644 NA NA 981 679 825 NA NA
1468486800.0 130.0 66 99 229 NA NA 93 155 267 NA NA 1213 591 651 NA NA 1330 734 792 NA NA
1468486800.0 1301.0 79 169 209 NA NA 111 212 249 NA NA 1907 754 652 NA NA 2046 951 858 NA NA
1468486800.0 1302.0 68 166 200 NA NA 120 212 253 NA NA 11675 1046 1082 NA NA 11789 1173 1289 NA NA
1468486800.0 1303.0 69 176 203 NA NA 115 212 260 NA NA 19133 834 1672 NA NA 19365 999 1870 NA NA
1468486800.0 131.0 67 100 232 NA NA 96 155 267 NA NA 3049 598 674 NA NA 3056 690 955 NA NA
1468486800.0 132.0 57 103 236 NA NA 105 155 268 NA NA 5068 636 778 NA NA 5176 785 1053 NA NA
1468486800.0 133.0 63 99 228 NA NA 107 155 273 NA NA 13767 754 1431 NA NA 13954 867 1673 NA NA
1468486800.0 1333.0 NA 181 283 0 NA NA 235 334 0 NA NA 888 1397 2190 NA NA 1052 1559 2212 NA
1468486800.0 134.702 NA 57 258 0 NA NA 93 310 0 NA NA 254 11887 924 NA NA 270 12207 955 NA
1468486800.0 134.703 NA 57 262 0 NA NA 93 322 0 NA NA 259 11670 961 NA NA 311 12082 992 NA
1468486800.0 134.704 NA 53 255 0 NA NA 89 310 0 NA NA 251 11056 955 NA NA 345 11466 1089 NA
1468486800.0 134.705 NA 58 264 0 NA NA 95 322 0 NA NA 259 12469 956 NA NA 291 12910 1092 NA
1468486800.0 134.706 NA 59 262 0 NA NA 94 320 0 NA NA 265 12826 979 NA NA 295 13254 1009 NA
1468486800.0 134.707 NA 57 268 0 NA NA 94 312 0 NA NA 259 11133 907 NA NA 376 11400 1046 NA
1468486800.0 134.708 NA 57 265 0 NA NA 92 309 0 NA NA 244 10574 954 NA NA 292 10923 1090 NA
1468486800.0 134.709 NA 48 262 0 NA NA 95 321 0 NA NA 244 11745 929 NA NA 334 11992 1064 NA
1468486800.0 134.802 NA 46 258 0 NA NA 93 316 0 NA NA 304 15527 906 NA NA 412 15903 1043 NA
1468486800.0 134.803 NA 57 256 0 NA NA 93 312 0 NA NA 307 13472 928 NA NA 345 13909 957 NA
1468486800.0 134.804 NA 56 265 0 NA NA 95 324 0 NA NA 309 15393 914 NA NA 342 15689 1055 NA
1468486800.0 134.805 NA 58 271 0 NA NA 97 327 0 NA NA 311 15047 938 NA NA 400 15354 969 NA
1468486800.0 134.806 NA 56 266 0 NA NA 93 322 0 NA NA 322 16771 912 NA NA 341 17232 1058 NA
1468486800.0 134.807 NA 110 278 0 NA NA 148 335 0 NA NA 980 14831 1035 NA NA 1163 15110 1066 NA
1468486800.0 134.808 NA 115 278 0 NA NA 148 337 0 NA NA 1027 15578 987 NA NA 1159 15865 1131 NA
1468486800.0 134.809 NA 53 257 0 NA NA 93 313 0 NA NA 307 13983 929 NA NA 333 14262 1074 NA
1468486800.0 134.81 NA 56 261 0 NA NA 94 314 0 NA NA 306 14079 975 NA NA 328 14506 1134 NA
1468486800.0 134.811 NA 56 264 0 NA NA 98 318 0 NA NA 316 15098 912 NA NA 335 15574 944 NA
1468486800.0 134.901 NA 52 253 0 NA NA 93 303 0 NA NA 211 7096 818 NA NA 250 7329 875 NA
1468486800.0 134.902 NA 56 254 0 NA NA 94 306 0 NA NA 272 10586 933 NA NA 310 10806 1077 NA
1468486800.0 134.904 NA 52 257 0 NA NA 93 316 0 NA NA 286 12006 929 NA NA 395 12287 962 NA
1468486800.0 134.906 NA 57 255 0 NA NA 93 310 0 NA NA 280 11599 937 NA NA 309 12029 1070 NA
1468486800.0 134.907 NA 105 273 0 NA NA 149 327 0 NA NA 787 10208 955 NA NA 880 10618 1118 NA
1468486800.0 134.908 NA 106 272 0 NA NA 150 327 0 NA NA 801 10407 973 NA NA 895 10665 1010 NA
1468486800.0 134.909 NA 57 255 0 NA NA 96 306 0 NA NA 273 9688 896 NA NA 401 10028 945 NA
1468486800.0 134.99601 NA 47 263 0 NA NA 94 314 0 NA NA 326 16806 947 NA NA 435 17182 992 NA
1468486800.0 134.99603 NA 57 256 0 NA NA 93 313 0 NA NA 312 13388 973 NA NA 343 13779 1007 NA
1468486800.0 134.99901 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1468486800.0 135.1 265 0 125 NA NA 315 0 170 NA NA 1450 605 367 NA NA 1738 611 457 NA NA
1468486800.0 135.11 272 0 132 NA NA 327 0 170 NA NA 2431 653 558 NA NA 2803 664 644 NA NA
1468486800.0 135.12 267 0 119 NA NA 315 0 170 NA NA 1285 584 351 NA NA 1678 594 610 NA NA
1468486800.0 135.13 214 0 NA NA NA 260 0 NA NA NA 1094 506 NA NA NA 1290 519 NA NA NA
1468486800.0 135.2 251 0 128 NA NA 295 0 170 NA NA 1027 503 312 NA NA 1268 508 428 NA NA
1468486800.0 135.3 252 0 118 NA NA 295 0 170 NA NA 1042 501 316 NA NA 1371 517 557 NA NA
1468486800.0 135.4 267 0 129 NA NA 314 0 170 NA NA 1295 619 352 NA NA 1558 631 539 NA NA
1468486800.0 135.5 265 0 120 NA NA 313 0 170 NA NA 1150 565 331 NA NA 1445 571 470 NA NA
1468486800.0 135.6 266 0 118 NA NA 316 0 170 NA NA 1396 596 367 NA NA 1700 710 507 NA NA
1468486800.0 135.7 261 0 128 NA NA 312 0 170 NA NA 1150 577 347 NA NA 1432 699 592 NA NA
1468486800.0 135.8 99 NA NA NA NA 141 NA NA NA NA 448 NA NA NA NA 575 NA NA NA NA
1468486800.0 135.9 271 0 119 NA NA 313 0 170 NA NA 1039 558 311 NA NA 1339 672 488 NA NA
1468486800.0 1356.0 67 195 294 0 122 118 222 344 0 175 8480 1038 1692 2787 369 8705 1199 1879 2959 550
1468486800.0 136.721 NA 174 275 0 NA NA 235 333 0 NA NA 6653 16227 1855 NA NA 6899 16592 1897 NA
1468486800.0 136.722 NA 181 308 0 NA NA 240 355 0 NA NA 7948 18167 1863 NA NA 8091 18401 1997 NA
1468486800.0 136.723 NA 180 282 0 NA NA 235 332 0 NA NA 7648 17649 1855 NA NA 7907 17926 1991 NA
1468486800.0 136.727 NA 232 298 0 NA NA 284 348 0 NA NA 7728 17272 1982 NA NA 7936 17476 2131 NA
1468486800.0 136.728 NA 224 299 0 NA NA 273 344 0 NA NA 8447 18691 1893 NA NA 8595 18968 1933 NA
1468486800.0 136.73 NA 183 311 0 NA NA 234 359 0 NA NA 7889 17927 1885 NA NA 8225 18222 2027 NA
1468486800.0 136.731 NA 182 283 0 NA NA 238 335 0 NA NA 7763 18658 1853 NA NA 7959 18984 1987 NA
1468486800.0 136.732 NA 175 282 0 NA NA 235 324 0 NA NA 4190 11971 1791 NA NA 4427 12203 1826 NA
1468486800.0 136.735 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1468486800.0 1360.0 0 NA NA NA NA 0 NA NA NA NA 11 NA NA NA NA 398 NA NA NA NA
1468486800.0 1361.0 0 NA NA NA NA 0 NA NA NA NA 9 NA NA NA NA 141 NA NA NA NA
1468486800.0 1362.0 0 NA NA NA NA 0 NA NA NA NA 9 NA NA NA NA 41 NA NA NA NA
1468486800.0 1363.0 0 NA NA NA NA 0 NA NA NA NA 10 NA NA NA NA 147 NA NA NA NA
1468486800.0 2.0 62 88 156 NA NA 109 152 199 NA NA 10124 675 773 NA NA 10149 776 996 NA NA
1468486800.0 203.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1468486800.0 204.0 71 0 NA NA NA 112 0 NA NA NA 8323 0 NA NA NA 8333 0 NA NA NA
1468486800.0 250199.0 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA
1468486800.0 250200.0 NA 234 325 0 NA NA 307 375 0 NA NA 24729 6702 2873 NA NA 27176 7111 2909 NA
1468486800.0 250200.1 68 0 NA NA NA 118 0 NA NA NA 8510 0 NA NA NA 8727 0 NA NA NA
1468486800.0 250202.0 NA 238 332 0 NA NA 307 390 0 NA NA 28905 7930 2927 NA NA 29817 8206 3066 NA
1468486800.0 250204.0 NA 233 312 0 NA NA 301 369 0 NA NA 25471 5789 2934 NA NA 26899 6045 3079 NA
1468486800.0 250205.0 NA 242 325 0 NA NA 300 368 0 NA NA 24552 5248 2843 NA NA 25042 5518 2879 NA
1468486800.0 250206.0 NA 229 307 0 NA NA 298 366 0 NA NA 24032 6316 2932 NA NA 26668 6608 3075 NA
1468486800.0 250207.0 NA 220 304 0 NA NA 296 364 0 NA NA 20633 4869 2818 NA NA 23001 5058 2854 NA
1468486800.0 250399.0 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA
1468486800.0 250400.0 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA
1468486800.0 250402.0 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA
1468486800.0 250403.0 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA
