Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1470301200.0 10626.0 83 80 153 0 129 126 198 0 5716 502 509 256 5898 602 602 272
1470301200.0 108.0 51 72 192 NA 97 142 254 NA 7294 439 684 NA 7700 467 776 NA
1470301200.0 10824.0 96 NA NA NA 142 NA NA NA 13086 NA NA NA 13548 NA NA NA
1470301200.0 10826.0 101 NA NA NA 146 NA NA NA 12183 NA NA NA 12404 NA NA NA
1470301200.0 109.0 58 81 194 NA 97 142 255 NA 7120 444 698 NA 7238 463 739 NA
1470301200.0 11024.0 94 205 92 NA 141 252 123 NA 7478 2059 819 NA 7634 2118 857 NA
1470301200.0 11025.0 94 205 91 NA 140 252 122 NA 6009 2066 821 NA 6195 2110 965 NA
1470301200.0 11026.0 102 208 93 NA 146 255 125 NA 20182 2929 1215 NA 20892 3016 1269 NA
1470301200.0 11224.0 87 85 150 0 135 126 198 0 7521 782 663 392 9310 1641 905 404
1470301200.0 117.0 51 82 202 NA 97 152 254 NA 8766 421 585 NA 9101 442 608 NA
1470301200.0 1303.0 60 144 167 NA 104 199 228 NA 5258 346 573 NA 5535 376 628 NA
1470301200.0 1337.0 NA 168 246 0 NA 230 324 0 NA 946 1825 1639 NA 1282 1924 1671
1470301200.0 134.702 NA 44 222 0 NA 83 279 0 NA 161 6495 561 NA 261 6636 580
1470301200.0 134.703 NA 40 233 0 NA 87 290 0 NA 166 6442 565 NA 288 6982 607
1470301200.0 134.802 NA 40 230 0 NA 87 283 0 NA 210 7892 498 NA 243 8367 507
1470301200.0 134.808 NA 80 246 0 NA 144 303 0 NA 607 7677 542 NA 1288 8453 597
1470301200.0 134.906 NA 44 224 0 NA 87 279 0 NA 180 6107 546 NA 233 6303 563
1470301200.0 135.12 231 0 105 NA 301 0 159 NA 968 315 212 NA 1473 332 253 NA
1470301200.0 135.2 218 0 95 NA 282 0 159 NA 677 298 241 NA 1198 309 323 NA
1470301200.0 135.6 225 0 98 NA 302 0 160 NA 1033 327 244 NA 1137 340 296 NA
1470301200.0 135.7 233 0 108 NA 299 0 159 NA 815 302 214 NA 896 310 500 NA
1470301200.0 136.723 NA 167 242 0 NA 222 297 0 NA 2638 5760 660 NA 3171 6164 685
1470301200.0 136.724 NA 174 247 0 NA 228 304 0 NA 3101 6825 632 NA 3642 7193 699
1470301200.0 136.727 NA 195 256 0 NA 276 312 0 NA 2847 5720 672 NA 3130 7025 684
1470301200.0 136.732 NA 153 230 0 NA 223 292 0 NA 2311 6172 911 NA 3152 7664 933
1470301200.0 136.734 NA 161 245 0 NA 225 302 0 NA 2745 5900 659 NA 3588 6356 685
1470301200.0 1360.0 70 172 247 0 156 215 316 0 2818 444 982 1420 4998 495 1240 1432
1470301200.0 1362.0 57 171 237 0 155 211 315 0 2858 410 610 1008 5115 453 666 1042
1470301200.0 1363.0 62 167 240 0 155 212 315 0 3795 476 663 953 5832 528 755 989
1470301200.0 204.0 48 91 214 0 97 149 270 0 7579 617 968 588 8414 1160 1534 617
1470301200.0 250202.0 NA 242 293 0 NA 326 364 0 NA 15845 4320 1595 NA 16297 4431 1624
