Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1470128400.0 10224.0 NA 144 0 NA NA 204 0 NA NA 2467 0 NA NA 7222 0 NA
1470128400.0 10624.0 84 79 151 0 130 127 197 0 5208 538 438 275 5788 992 836 380
1470128400.0 10625.0 81 81 150 0 129 126 195 0 4238 497 397 242 5532 667 457 248
1470128400.0 107.0 47 80 191 NA 94 142 254 NA 3590 257 325 NA 3944 330 526 NA
1470128400.0 10824.0 95 NA NA NA 143 NA NA NA 11333 NA NA NA 11724 NA NA NA
1470128400.0 10825.0 93 NA NA NA 141 NA NA NA 11055 NA NA NA 11398 NA NA NA
1470128400.0 10826.0 101 NA NA NA 147 NA NA NA 23458 NA NA NA 23622 NA NA NA
1470128400.0 11021.0 83 203 80 NA 125 251 122 NA 2285 2050 745 NA 2344 2116 971 NA
1470128400.0 11025.0 93 205 81 NA 141 253 123 NA 9177 2254 807 NA 9554 2339 863 NA
1470128400.0 11225.0 87 79 158 0 134 133 195 0 4239 536 407 230 5082 566 436 237
1470128400.0 11226.0 89 88 154 0 135 126 199 0 7641 580 512 271 7769 680 601 283
1470128400.0 117.0 50 81 191 NA 97 142 254 NA 8114 456 558 NA 8500 491 645 NA
1470128400.0 118.0 50 73 192 NA 98 143 254 NA 7886 446 619 NA 8149 505 688 NA
1470128400.0 119.0 47 73 191 NA 94 143 254 NA 3724 274 298 NA 4150 431 473 NA
1470128400.0 1301.0 54 134 166 NA 101 200 226 NA 1290 385 308 NA 1720 883 400 NA
1470128400.0 1302.0 59 142 167 NA 106 201 228 NA 6925 614 479 NA 7114 1073 552 NA
1470128400.0 1303.0 60 154 168 NA 104 199 228 NA 9487 491 921 NA 9784 564 980 NA
1470128400.0 132.0 47 80 191 NA 92 142 254 NA 2958 269 333 NA 3026 297 353 NA
1470128400.0 133.0 52 74 193 NA 98 142 254 NA 8785 447 694 NA 9044 469 753 NA
1470128400.0 134.702 NA 37 221 0 NA 84 279 0 NA 142 6556 519 NA 243 7414 549
1470128400.0 134.705 NA 44 227 0 NA 88 287 0 NA 133 5734 478 NA 227 6409 515
1470128400.0 134.802 NA 39 226 0 NA 88 282 0 NA 237 8158 340 NA 281 8602 482
