Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1468400400.0 1.0 52 79 141 NA NA NA NA 98 147 184 NA NA NA NA 3139 355 1280 NA NA NA NA 3359 408 1313 NA NA NA NA
1468400400.0 10.0 NA 83 203 0 NA NA NA NA 152 260 0 NA NA NA NA 2141 2250 634 NA NA NA NA 2376 2435 656 NA NA NA
1468400400.0 10021.0 NA 100 230 0 NA NA NA NA 176 321 0 NA NA NA NA 456 1482 468 NA NA NA NA 535 1707 615 NA NA NA
1468400400.0 10023.0 NA 99 228 0 NA NA NA NA 177 321 0 NA NA NA NA 402 1109 455 NA NA NA NA 1187 1256 488 NA NA NA
1468400400.0 10024.0 NA 104 237 0 NA NA NA NA 177 322 0 NA NA NA NA 458 1419 505 NA NA NA NA 554 1653 536 NA NA NA
1468400400.0 10024.1 NA 105 148 0 NA NA NA NA 177 222 0 NA NA NA NA 455 540 431 NA NA NA NA 512 672 441 NA NA NA
1468400400.0 10024.2 NA 106 242 0 NA NA NA NA 177 321 0 NA NA NA NA 471 1669 477 NA NA NA NA 562 1767 499 NA NA NA
1468400400.0 10024.3 NA 104 143 0 NA NA NA NA 177 218 0 NA NA NA NA 472 574 335 NA NA NA NA 573 678 348 NA NA NA
1468400400.0 10024.5 NA 104 142 0 NA NA NA NA 177 217 0 NA NA NA NA 462 483 375 NA NA NA NA 578 577 388 NA NA NA
1468400400.0 10025.0 NA 100 235 0 NA NA NA NA 176 322 0 NA NA NA NA 432 1225 478 NA NA NA NA 532 1339 573 NA NA NA
1468400400.0 10026.0 NA 105 233 0 NA NA NA NA 177 322 0 NA NA NA NA 504 1623 504 NA NA NA NA 667 2061 522 NA NA NA
1468400400.0 1003.0 NA 180 0 NA NA NA NA NA 251 0 NA NA NA NA NA 3303 378 NA NA NA NA NA 3428 410 NA NA NA NA
1468400400.0 1004.0 NA 179 133 0 0 0 0 NA 243 180 0 0 0 0 NA 396 166 6 48 344 325 NA 434 177 15 53 348 339
1468400400.0 101.0 81 NA NA NA NA NA NA 142 NA NA NA NA NA NA 1099 NA NA NA NA NA NA 1303 NA NA NA NA NA NA
1468400400.0 102.0 83 NA NA NA NA NA NA 142 NA NA NA NA NA NA 747 NA NA NA NA NA NA 898 NA NA NA NA NA NA
1468400400.0 10224.0 NA 137 300 0 NA NA NA NA 203 397 0 NA NA NA NA 2363 3807 354 NA NA NA NA 8167 8630 362 NA NA NA
1468400400.0 10225.0 NA 140 311 0 NA NA NA NA 208 396 0 NA NA NA NA 2432 3284 331 NA NA NA NA 10575 10385 349 NA NA NA
1468400400.0 103.0 36 0 0 NA NA NA NA 78 0 0 NA NA NA NA 347 113 152 NA NA NA NA 397 135 179 NA NA NA NA
1468400400.0 105.0 54 79 24 NA NA NA NA 98 149 55 NA NA NA NA 3406 382 5 NA NA NA NA 3612 416 10 NA NA NA NA
1468400400.0 106.0 37 0 0 NA NA NA NA 78 0 0 NA NA NA NA 344 114 143 NA NA NA NA 396 146 172 NA NA NA NA
1468400400.0 107.0 53 79 194 NA NA NA NA 99 149 257 NA NA NA NA 4906 393 539 NA NA NA NA 4999 414 582 NA NA NA NA
1468400400.0 108.0 56 79 194 NA NA NA NA 102 149 257 NA NA NA NA 7416 494 652 NA NA NA NA 7491 593 680 NA NA NA NA
1468400400.0 10821.0 92 NA NA NA NA NA NA 135 NA NA NA NA NA NA 3453 NA NA NA NA NA NA 3576 NA NA NA NA NA NA
1468400400.0 10824.0 107 NA NA NA NA NA NA 153 NA NA NA NA NA NA 14921 NA NA NA NA NA NA 15993 NA NA NA NA NA NA
1468400400.0 10825.0 106 NA NA NA NA NA NA 151 NA NA NA NA NA NA 12040 NA NA NA NA NA NA 12977 NA NA NA NA NA NA
1468400400.0 10826.0 108 NA NA NA NA NA NA 157 NA NA NA NA NA NA 24571 NA NA NA NA NA NA 34476 NA NA NA NA NA NA
1468400400.0 109.0 55 77 195 NA NA NA NA 102 149 257 NA NA NA NA 7291 489 708 NA NA NA NA 7382 527 764 NA NA NA NA
1468400400.0 11.0 NA 79 206 0 59 NA NA NA 152 267 0 92 NA NA NA 1782 1010 731 40 NA NA NA 1824 1066 749 162 NA NA
1468400400.0 110.0 45 84 189 NA NA NA NA 90 149 257 NA NA NA NA 712 454 567 NA NA NA NA 736 648 629 NA NA NA NA
1468400400.0 1102.0 NA 88 203 112 66 NA NA NA 152 265 177 114 NA NA NA 2478 3111 2635 206 NA NA NA 2671 3348 2882 225 NA NA
1468400400.0 111.0 54 86 192 NA NA NA NA 99 149 257 NA NA NA NA 3257 330 454 NA NA NA NA 3635 376 509 NA NA NA NA
1468400400.0 112.0 54 77 195 NA NA NA NA 99 149 257 NA NA NA NA 5481 426 510 NA NA NA NA 5563 471 545 NA NA NA NA
1468400400.0 113.0 55 90 195 NA NA NA NA 101 149 257 NA NA NA NA 6503 438 567 NA NA NA NA 6591 467 618 NA NA NA NA
1468400400.0 114.0 54 80 196 NA NA NA NA 101 149 257 NA NA NA NA 6071 429 575 NA NA NA NA 6129 460 623 NA NA NA NA
1468400400.0 115.0 56 84 192 NA NA NA NA 101 149 257 NA NA NA NA 6290 457 567 NA NA NA NA 6376 491 605 NA NA NA NA
1468400400.0 116.0 55 80 196 NA NA NA NA 101 149 257 NA NA NA NA 6775 488 605 NA NA NA NA 6939 534 644 NA NA NA NA
1468400400.0 117.0 56 81 197 NA NA NA NA 101 149 257 NA NA NA NA 8024 436 644 NA NA NA NA 8267 468 708 NA NA NA NA
1468400400.0 118.0 57 88 200 NA NA NA NA 102 149 257 NA NA NA NA 7815 451 683 NA NA NA NA 8001 475 726 NA NA NA NA
1468400400.0 119.0 52 77 193 NA NA NA NA 99 149 257 NA NA NA NA 4823 401 558 NA NA NA NA 4961 498 658 NA NA NA NA
1468400400.0 12.0 NA 80 198 0 NA NA NA NA 152 259 0 NA NA NA NA 2147 2516 770 NA NA NA NA 2274 2753 790 NA NA NA
1468400400.0 120.0 45 75 190 NA NA NA NA 89 149 257 NA NA NA NA 641 390 486 NA NA NA NA 675 406 516 NA NA NA NA
1468400400.0 121.0 58 84 203 NA NA NA NA 102 149 260 NA NA NA NA 7887 507 729 NA NA NA NA 8078 561 773 NA NA NA NA
1468400400.0 122.0 47 77 192 NA NA NA NA 94 149 257 NA NA NA NA 693 169 360 NA NA NA NA 888 194 407 NA NA NA NA
1468400400.0 123.1 175 NA NA NA NA NA NA 242 NA NA NA NA NA NA 675 NA NA NA NA NA NA 858 NA NA NA NA NA NA
1468400400.0 123.2 177 NA NA NA NA NA NA 245 NA NA NA NA NA NA 689 NA NA NA NA NA NA 837 NA NA NA NA NA NA
1468400400.0 123.3 164 NA NA NA NA NA NA 227 NA NA NA NA NA NA 391 NA NA NA NA NA NA 672 NA NA NA NA NA NA
1468400400.0 124.1 170 NA NA NA NA NA NA 237 NA NA NA NA NA NA 392 NA NA NA NA NA NA 568 NA NA NA NA NA NA
1468400400.0 124.2 173 NA NA NA NA NA NA 242 NA NA NA NA NA NA 681 NA NA NA NA NA NA 837 NA NA NA NA NA NA
1468400400.0 124.4 173 NA NA NA NA NA NA 237 NA NA NA NA NA NA 405 NA NA NA NA NA NA 471 NA NA NA NA NA NA
1468400400.0 124.5 170 NA NA NA NA NA NA 237 NA NA NA NA NA NA 391 NA NA NA NA NA NA 693 NA NA NA NA NA NA
1468400400.0 124.6 166 NA NA NA NA NA NA 227 NA NA NA NA NA NA 406 NA NA NA NA NA NA 476 NA NA NA NA NA NA
1468400400.0 125.0 53 79 196 NA NA NA NA 99 149 257 NA NA NA NA 5664 420 523 NA NA NA NA 5699 438 577 NA NA NA NA
1468400400.0 126.0 46 74 191 NA NA NA NA 91 149 257 NA NA NA NA 1689 439 471 NA NA NA NA 1754 457 506 NA NA NA NA
1468400400.0 127.0 49 83 190 NA NA NA NA 90 149 257 NA NA NA NA 1609 353 481 NA NA NA NA 1624 389 525 NA NA NA NA
1468400400.0 128.0 44 75 190 NA NA NA NA 85 149 257 NA NA NA NA 369 285 358 NA NA NA NA 632 369 471 NA NA NA NA
1468400400.0 129.0 43 74 194 NA NA NA NA 85 149 257 NA NA NA NA 608 364 491 NA NA NA NA 649 390 594 NA NA NA NA
1468400400.0 13.0 NA 75 194 0 NA NA NA NA 152 257 0 NA NA NA NA 229 867 450 NA NA NA NA 261 933 464 NA NA NA
1468400400.0 130.0 46 81 193 NA NA NA NA 90 149 257 NA NA NA NA 690 395 394 NA NA NA NA 741 412 499 NA NA NA NA
1468400400.0 1301.0 58 137 173 NA NA NA NA 105 205 235 NA NA NA NA 1857 619 2200 NA NA NA NA 2127 1639 2461 NA NA NA NA
1468400400.0 1302.0 64 147 177 NA NA NA NA 110 205 236 NA NA NA NA 8990 646 2757 NA NA NA NA 9516 767 2858 NA NA NA NA
1468400400.0 1303.0 66 145 182 NA NA NA NA 111 205 242 NA NA NA NA 11842 572 2599 NA NA NA NA 12784 688 3348 NA NA NA NA
1468400400.0 1306.0 NA 149 247 0 NA NA NA NA 216 322 0 NA NA NA NA 596 1468 1739 NA NA NA NA 684 1585 1782 NA NA NA
1468400400.0 1307.0 NA 140 135 43 0 NA NA NA 210 208 82 0 NA NA NA 507 647 58 721 NA NA NA 580 759 75 737 NA NA
1468400400.0 1308.0 NA 138 133 47 0 NA NA NA 214 208 80 0 NA NA NA 580 514 51 629 NA NA NA 665 601 62 645 NA NA
1468400400.0 131.0 46 75 194 NA NA NA NA 92 149 257 NA NA NA NA 1901 437 530 NA NA NA NA 2080 471 561 NA NA NA NA
1468400400.0 1310.0 NA 163 252 0 NA NA NA NA 226 322 0 NA NA NA NA 700 1543 1544 NA NA NA NA 843 1732 1599 NA NA NA
1468400400.0 1311.0 NA 161 230 0 60 NA NA NA 218 294 0 103 NA NA NA 590 997 1542 107 NA NA NA 718 1254 1624 901 NA NA
1468400400.0 1312.0 NA 158 248 0 NA NA NA NA 224 322 0 NA NA NA NA 762 1657 1705 NA NA NA NA 907 1906 1737 NA NA NA
1468400400.0 1313.0 NA 157 252 0 NA NA NA NA 225 322 0 NA NA NA NA 590 2005 1703 NA NA NA NA 687 2303 1729 NA NA NA
1468400400.0 1316.0 NA 161 249 0 NA NA NA NA 220 322 0 NA NA NA NA 548 1363 1577 NA NA NA NA 644 1464 1854 NA NA NA
1468400400.0 1318.0 NA 157 241 0 NA NA NA NA 216 322 0 NA NA NA NA 515 1567 1475 NA NA NA NA 572 1911 1553 NA NA NA
1468400400.0 1319.0 NA 158 254 0 NA NA NA NA 217 322 0 NA NA NA NA 560 1375 1506 NA NA NA NA 687 2432 1541 NA NA NA
1468400400.0 132.0 52 83 195 NA NA NA NA 97 149 257 NA NA NA NA 4713 439 600 NA NA NA NA 5051 517 632 NA NA NA NA
1468400400.0 1322.0 NA 152 252 0 NA NA NA NA 218 322 0 NA NA NA NA 615 1527 1535 NA NA NA NA 749 1650 1575 NA NA NA
1468400400.0 1323.0 NA 148 247 0 NA NA NA NA 216 322 0 NA NA NA NA 609 1448 1586 NA NA NA NA 696 1742 1609 NA NA NA
1468400400.0 1324.0 NA 161 259 0 NA NA NA NA 226 322 0 NA NA NA NA 802 1769 1591 NA NA NA NA 994 2263 1641 NA NA NA
1468400400.0 1325.0 NA 164 258 0 71 NA NA NA 228 323 0 110 NA NA NA 753 1599 1589 174 NA NA NA 850 1711 1628 309 NA NA
1468400400.0 1325.1 NA 163 141 0 NA NA NA NA 228 189 0 NA NA NA NA 570 410 219 NA NA NA NA 978 863 227 NA NA NA
