Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1470085200.0 10824.0 96 NA NA NA 142 NA NA NA 14386 NA NA NA 15345 NA NA NA
1470085200.0 121.0 50 76 186 NA 97 141 249 NA 6971 534 708 NA 7260 627 773 NA
1470085200.0 1302.0 57 135 161 NA 104 197 223 NA 8239 699 620 NA 9084 783 691 NA
1470085200.0 134.806 NA 34 228 0 NA 85 286 0 NA 208 9070 690 NA 264 9737 710
1470085200.0 134.807 NA 82 239 0 NA 142 295 0 NA 708 8284 724 NA 805 8698 748
1470085200.0 134.808 NA 80 240 0 NA 142 297 0 NA 704 8459 710 NA 802 8791 728
1470085200.0 134.906 NA 37 218 0 NA 86 273 0 NA 166 6452 735 NA 226 6976 776
1470085200.0 134.99601 NA 34 219 0 NA 86 276 0 NA 201 9211 661 NA 279 9887 680
1470085200.0 1360.0 70 163 228 0 154 211 310 0 2988 573 1077 1999 4997 780 1440 2067
1470085200.0 1364.0 NA 164 236 0 NA 216 309 0 NA 1013 1570 2456 NA 1148 1712 2482
1470085200.0 1365.0 NA 168 237 0 NA 220 310 0 NA 1113 1599 2421 NA 1300 1780 2490
1470085200.0 1366.0 NA 167 236 0 NA 215 310 0 NA 1094 1571 2457 NA 1301 1709 2485
1470085200.0 204.0 48 77 197 0 96 148 265 0 7739 686 1050 592 8151 1038 1332 607
1470085200.0 250405.0 230 0 95 NA 312 0 155 NA 1399 336 319 NA 1616 367 394 NA
1470085200.0 250409.0 239 0 98 NA 329 0 156 NA 2359 373 529 NA 2615 400 595 NA
1470085200.0 25204.0 NA 205 305 0 NA 270 402 0 NA 5870 6475 2665 NA 9105 20636 4626
1470085200.0 25207.0 NA 205 303 0 NA 272 408 0 NA 5852 6280 2657 NA 8973 21491 4591
1470085200.0 25210.0 71 199 300 0 155 264 385 0 4329 2074 3056 2667 7706 3139 17165 4720
1470085200.0 25400.0 263 0 96 NA 367 0 155 NA 4050 375 291 NA 5915 390 367 NA
1470085200.0 25403.0 264 0 96 NA 369 0 155 NA 4001 395 313 NA 4693 415 368 NA
1470085200.0 25406.0 259 0 93 NA 353 0 154 NA 2572 377 239 NA 3882 397 282 NA
1470085200.0 25407.0 250 0 96 NA 347 0 157 NA 3673 380 286 NA 4412 395 325 NA
1470085200.0 25409.0 262 0 96 NA 361 0 155 NA 4473 400 326 NA 4854 439 361 NA
1470085200.0 280.0 79 73 186 0 166 141 248 0 9171 445 533 570 9485 494 594 583
1470085200.0 3.0 49 61 118 NA 95 134 173 NA 9482 306 1290 NA 9814 345 1362 NA
1470085200.0 4.55 NA 30 213 0 NA 78 270 0 NA 168 9491 612 NA 235 9869 634
1470085200.0 4.57 NA 52 218 0 NA 90 276 0 NA 136 9523 633 NA 200 9935 655
1470085200.0 4.67 NA 48 219 0 NA 92 276 0 NA 146 9421 574 NA 237 9837 591
1470085200.0 4.68 NA 38 211 0 NA 87 268 0 NA 135 6983 661 NA 170 7290 685
1470085200.0 4.75 NA 32 212 0 NA 79 267 0 NA 152 7917 627 NA 211 8299 664
1470085200.0 500200.0 NA 116 224 0 NA 192 300 0 NA 4888 2047 629 NA 5912 2468 655
1470085200.0 500200.1 57 92 161 NA 104 156 223 NA 7481 666 1488 NA 8334 1085 1586 NA
1470085200.0 500202.0 NA 117 231 0 NA 198 310 0 NA 5405 2584 623 NA 6855 2780 642
1470085200.0 500204.0 NA 115 229 0 NA 196 300 0 NA 5014 2025 639 NA 6524 2466 668
1470085200.0 500205.0 NA 112 233 0 NA 192 309 0 NA 4894 2324 623 NA 6445 2785 646
1470085200.0 50200.0 NA 103 258 0 NA 165 337 0 NA 1542 2539 641 NA 3349 3121 688
