Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470085200.0 10.0 NA 82 195 0 NA NA 239 397 0 NA NA 2698 2399 671 NA NA 2827 2604 716 NA
1470085200.0 10224.0 NA 137 285 0 NA NA 290 525 0 NA NA 2166 2961 391 NA NA 6579 13916 406 NA
1470085200.0 103.0 33 0 0 NA NA 142 0 0 NA NA 364 80 155 NA NA 416 93 213 NA NA
1470085200.0 106.0 33 0 0 NA NA 142 0 0 NA NA 362 85 164 NA NA 408 100 219 NA NA
1470085200.0 108.0 50 73 189 NA NA 166 228 394 NA NA 7855 492 613 NA NA 8137 538 654 NA NA
1470085200.0 10825.0 94 NA NA NA NA 212 NA NA NA NA 15736 NA NA NA NA 16056 NA NA NA NA
1470085200.0 10826.0 97 NA NA NA NA 219 NA NA NA NA 21359 NA NA NA NA 25217 NA NA NA NA
1470085200.0 109.0 50 73 191 NA NA 166 228 394 NA NA 7559 606 599 NA NA 7819 673 655 NA NA
1470085200.0 110.0 41 70 183 NA NA 154 228 394 NA NA 582 344 374 NA NA 607 378 423 NA NA
1470085200.0 11025.0 93 205 0 NA NA 213 344 0 NA NA 15769 4409 0 NA NA 16048 4544 0 NA NA
1470085200.0 11226.0 89 78 0 NA NA 206 214 0 NA NA 12305 906 0 NA NA 12781 1022 0 NA NA
1470085200.0 113.0 51 72 188 NA NA 165 229 394 NA NA 6937 572 380 NA NA 7324 637 413 NA NA
1470085200.0 114.0 49 71 188 NA NA 165 229 394 NA NA 6681 642 378 NA NA 6958 733 397 NA NA
1470085200.0 115.0 50 71 187 NA NA 165 228 394 NA NA 6956 492 562 NA NA 7202 615 610 NA NA
1470085200.0 116.0 50 73 187 NA NA 165 229 394 NA NA 7287 496 543 NA NA 7618 550 587 NA NA
1470085200.0 117.0 50 72 194 NA NA 165 228 396 NA NA 11106 666 783 NA NA 11523 793 818 NA NA
1470085200.0 120.0 39 67 186 NA NA 153 228 394 NA NA 462 319 306 NA NA 527 340 776 NA NA
1470085200.0 123.1 175 NA NA NA NA 380 NA NA NA NA 661 NA NA NA NA 768 NA NA NA NA
1470085200.0 123.2 178 NA NA NA NA 383 NA NA NA NA 690 NA NA NA NA 785 NA NA NA NA
1470085200.0 124.2 176 NA NA NA NA 381 NA NA NA NA 618 NA NA NA NA 673 NA NA NA NA
1470085200.0 124.5 171 NA NA NA NA 375 NA NA NA NA 426 NA NA NA NA 511 NA NA NA NA
1470085200.0 128.0 39 69 186 NA NA 148 228 394 NA NA 430 325 334 NA NA 457 352 363 NA NA
1470085200.0 129.0 40 69 187 NA NA 149 228 394 NA NA 437 360 338 NA NA 457 394 372 NA NA
1470085200.0 130.0 40 67 187 NA NA 154 228 394 NA NA 544 318 350 NA NA 631 357 643 NA NA
1470085200.0 1302.0 57 138 166 NA NA 173 320 346 NA NA 12248 951 817 NA NA 12547 1034 880 NA NA
1470085200.0 1311.0 NA 160 221 0 58 NA 337 432 0 170 NA 547 721 1530 72 NA 583 773 1543 97
1470085200.0 1312.0 NA 163 241 0 NA NA 346 459 0 NA NA 628 1049 1476 NA NA 658 1091 1487 NA
1470085200.0 1313.0 NA 163 244 0 NA NA 355 459 0 NA NA 674 1897 1744 NA NA 756 2077 1851 NA
1470085200.0 1322.0 NA 154 229 0 NA NA 337 459 0 NA NA 633 1022 1660 NA NA 730 1186 1761 NA
1470085200.0 1325.0 NA 173 248 0 65 NA 350 459 0 178 NA 804 1345 1832 152 NA 874 1893 1925 238
1470085200.0 1325.2 NA 161 241 0 NA NA 350 459 0 NA NA 783 1202 1751 NA NA 865 1359 1851 NA
1470085200.0 1326.0 NA 160 238 0 NA NA 343 459 0 NA NA 603 986 1284 NA NA 626 1034 1296 NA
1470085200.0 1329.0 NA 157 237 0 NA NA 345 459 0 NA NA 860 799 1510 NA NA 992 835 1526 NA
1470085200.0 1330.0 NA 160 239 0 NA NA 341 459 0 NA NA 575 956 1392 NA NA 612 1002 1402 NA
1470085200.0 1331.0 NA 166 239 0 NA NA 344 459 0 NA NA 598 923 1405 NA NA 636 964 1419 NA
1470085200.0 1333.0 NA 162 228 0 NA NA 343 459 0 NA NA 641 1059 1376 NA NA 737 1498 1408 NA
1470085200.0 1334.0 NA 161 241 0 NA NA 346 459 0 NA NA 630 881 1337 NA NA 663 921 1350 NA
1470085200.0 1337.0 NA 165 244 0 NA NA 350 460 0 NA NA 906 1696 1700 NA NA 1190 1889 1764 NA
1470085200.0 1338.0 NA 169 248 0 NA NA 348 459 0 NA NA 670 1196 1453 NA NA 714 1237 1465 NA
1470085200.0 134.701 NA 34 227 0 NA NA 150 417 0 NA NA 148 4639 526 NA NA 190 4979 545 NA
1470085200.0 134.702 NA 35 221 0 NA NA 148 411 0 NA NA 168 6542 538 NA NA 199 7134 570 NA
1470085200.0 134.704 NA 33 223 0 NA NA 148 411 0 NA NA 165 6133 550 NA NA 201 6569 595 NA
1470085200.0 134.707 NA 36 222 0 NA NA 151 411 0 NA NA 159 6126 533 NA NA 189 6510 566 NA
1470085200.0 134.708 NA 35 221 0 NA NA 151 411 0 NA NA 162 5867 581 NA NA 210 6466 622 NA
1470085200.0 134.709 NA 38 231 0 NA NA 152 429 0 NA NA 161 6481 540 NA NA 177 7164 570 NA
1470085200.0 134.71 NA 31 219 0 NA NA 144 411 0 NA NA 143 3928 606 NA NA 157 4258 647 NA
1470085200.0 134.801 NA 34 221 0 NA NA 152 411 0 NA NA 144 3553 384 NA NA 161 3622 391 NA
1470085200.0 134.802 NA 33 219 0 NA NA 154 415 0 NA NA 240 11134 661 NA NA 302 11550 672 NA
