Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1468789200.0 1.0 52 79 135 NA NA NA NA NA 165 232 294 NA NA NA NA NA 3101 346 1205 NA NA NA NA NA 3435 362 1381 NA NA NA NA NA
1468789200.0 10.0 NA 88 198 0 NA NA NA NA NA 238 400 0 NA NA NA NA NA 2228 2093 606 NA NA NA NA NA 2310 2131 619 NA NA NA NA
1468789200.0 1000.0 NA 212 119 0 39 NA NA NA NA 410 269 0 140 NA NA NA NA 3301 444 467 111 NA NA NA NA 3351 2159 517 159 NA NA NA
1468789200.0 1001.0 NA 189 168 0 0 0 0 0 NA 376 301 0 0 0 0 0 NA 1776 409 6 60 628 37 532 NA 1835 459 9 72 632 54 575
1468789200.0 1002.0 NA 213 61 NA NA NA NA NA NA 412 143 NA NA NA NA NA NA 2139 133 NA NA NA NA NA NA 2222 143 NA NA NA NA NA
1468789200.0 10021.0 NA 98 234 0 NA NA NA NA NA 263 461 0 NA NA NA NA NA 421 1507 447 NA NA NA NA NA 926 1611 495 NA NA NA NA
1468789200.0 10023.0 NA 100 236 0 NA NA NA NA NA 264 461 0 NA NA NA NA NA 382 1146 439 NA NA NA NA NA 485 1224 512 NA NA NA NA
1468789200.0 10024.0 NA 104 239 0 NA NA NA NA NA 264 461 0 NA NA NA NA NA 472 1313 456 NA NA NA NA NA 1733 1813 484 NA NA NA NA
1468789200.0 10024.1 NA 103 145 0 NA NA NA NA NA 273 328 0 NA NA NA NA NA 398 436 275 NA NA NA NA NA 525 576 299 NA NA NA NA
1468789200.0 10024.2 NA 111 232 0 NA NA NA NA NA 264 460 0 NA NA NA NA NA 440 1477 443 NA NA NA NA NA 582 1673 458 NA NA NA NA
1468789200.0 10024.3 NA 107 149 0 NA NA NA NA NA 264 323 0 NA NA NA NA NA 457 442 271 NA NA NA NA NA 536 526 284 NA NA NA NA
1468789200.0 10024.4 NA 103 231 0 NA NA NA NA NA 264 460 0 NA NA NA NA NA 436 1383 433 NA NA NA NA NA 550 2177 464 NA NA NA NA
1468789200.0 10024.5 NA 110 140 0 NA NA NA NA NA 264 323 0 NA NA NA NA NA 409 469 250 NA NA NA NA NA 505 540 268 NA NA NA NA
1468789200.0 10025.0 NA 103 237 0 NA NA NA NA NA 263 461 0 NA NA NA NA NA 429 1228 482 NA NA NA NA NA 507 1385 509 NA NA NA NA
1468789200.0 10026.0 NA 103 243 0 NA NA NA NA NA 264 461 0 NA NA NA NA NA 746 2104 561 NA NA NA NA NA 1190 2173 569 NA NA NA NA
1468789200.0 1003.0 NA 177 0 NA NA NA NA NA NA 378 0 NA NA NA NA NA NA 4813 583 NA NA NA NA NA NA 4914 601 NA NA NA NA NA
1468789200.0 1004.0 NA 180 132 0 0 0 0 NA NA 363 250 0 0 0 0 NA NA 465 255 8 60 469 437 NA NA 507 326 11 64 484 453 NA
1468789200.0 101.0 81 NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA 1394 NA NA NA NA NA NA NA 1461 NA NA NA NA NA NA NA
1468789200.0 102.0 82 NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA 905 NA NA NA NA NA NA NA 1019 NA NA NA NA NA NA NA
