Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1469005200.0 1.0 52 70 127 NA NA NA NA 98 135 185 NA NA NA NA 3666 877 1388 NA NA NA NA 3796 902 1417 NA NA NA NA
1469005200.0 10.0 NA 83 200 0 NA NA NA NA 152 258 0 NA NA NA NA 4451 4521 1797 NA NA NA NA 4606 4596 2595 NA NA NA
1469005200.0 1000.0 NA 212 133 0 46 NA NA NA 282 183 0 80 NA NA NA 5210 940 1361 235 NA NA NA 5420 993 1387 265 NA NA
1469005200.0 1002.0 NA 216 69 NA NA NA NA NA 280 101 NA NA NA NA NA 4066 246 NA NA NA NA NA 4120 257 NA NA NA NA
1469005200.0 10021.0 NA 104 233 0 NA NA NA NA 176 320 0 NA NA NA NA 1111 2281 920 NA NA NA NA 1267 2384 955 NA NA NA
1469005200.0 10023.0 NA 100 231 0 NA NA NA NA 177 320 0 NA NA NA NA 894 2065 904 NA NA NA NA 990 2155 929 NA NA NA
1469005200.0 10024.0 NA 104 251 0 NA NA NA NA 176 321 0 NA NA NA NA 957 2119 926 NA NA NA NA 1229 2221 971 NA NA NA
1469005200.0 10024.1 NA 106 144 0 NA NA NA NA 177 218 0 NA NA NA NA 1199 1067 906 NA NA NA NA 1439 1234 955 NA NA NA
1469005200.0 10024.2 NA 109 240 0 NA NA NA NA 176 320 0 NA NA NA NA 974 2380 820 NA NA NA NA 1311 2540 840 NA NA NA
1469005200.0 10024.3 NA 103 142 0 NA NA NA NA 177 213 0 NA NA NA NA 950 987 530 NA NA NA NA 1176 1809 552 NA NA NA
1469005200.0 10024.4 NA 110 229 0 NA NA NA NA 176 319 0 NA NA NA NA 935 2249 818 NA NA NA NA 1081 4954 836 NA NA NA
1469005200.0 10025.0 NA 103 224 0 NA NA NA NA 177 321 0 NA NA NA NA 884 1958 836 NA NA NA NA 993 5224 871 NA NA NA
1469005200.0 10026.0 NA 104 242 0 NA NA NA NA 176 321 0 NA NA NA NA 1034 2593 1279 NA NA NA NA 1188 2767 1310 NA NA NA
1469005200.0 1003.0 NA 180 0 NA NA NA NA NA 252 0 NA NA NA NA NA 5429 793 NA NA NA NA NA 5738 857 NA NA NA NA
1469005200.0 1004.0 NA 183 141 0 0 0 0 NA 242 181 0 0 0 0 NA 1486 529 12 131 1042 1392 NA 1590 589 23 139 1068 1456
1469005200.0 101.0 81 NA NA NA NA NA NA 142 NA NA NA NA NA NA 2719 NA NA NA NA NA NA 2884 NA NA NA NA NA NA
1469005200.0 102.0 83 NA NA NA NA NA NA 142 NA NA NA NA NA NA 1987 NA NA NA NA NA NA 2093 NA NA NA NA NA NA
1469005200.0 10224.0 NA 144 309 0 NA NA NA NA 203 394 0 NA NA NA NA 4994 7960 1107 NA NA NA NA 15108 13220 1182 NA NA NA
