Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1468875600.0 1.0 51 79 130 NA NA NA NA NA 97 146 188 NA NA NA NA NA 3501 531 1764 NA NA NA NA NA 4165 780 1826 NA NA NA NA NA
1468875600.0 10.0 NA 80 200 0 NA NA NA NA NA 153 262 0 NA NA NA NA NA 2219 2360 805 NA NA NA NA NA 2284 2467 822 NA NA NA NA
1468875600.0 1000.0 NA 213 123 0 43 NA NA NA NA 281 186 0 80 NA NA NA NA 3362 500 704 125 NA NA NA NA 3518 578 733 164 NA NA NA
1468875600.0 1001.0 NA 185 174 0 0 0 0 0 NA 247 219 0 0 0 0 0 NA 2354 511 9 97 767 47 678 NA 2565 655 13 159 959 72 686
1468875600.0 1002.0 NA 210 69 NA NA NA NA NA NA 281 101 NA NA NA NA NA NA 3255 189 NA NA NA NA NA NA 3323 200 NA NA NA NA NA
1468875600.0 10021.0 NA 99 233 0 NA NA NA NA NA 177 323 0 NA NA NA NA NA 496 1537 468 NA NA NA NA NA 588 1630 490 NA NA NA NA
1468875600.0 10023.0 NA 100 234 0 NA NA NA NA NA 178 323 0 NA NA NA NA NA 433 1109 380 NA NA NA NA NA 525 1202 389 NA NA NA NA
1468875600.0 10024.0 NA 104 236 0 NA NA NA NA NA 176 322 0 NA NA NA NA NA 622 1974 700 NA NA NA NA NA 736 2073 726 NA NA NA NA
1468875600.0 10024.1 NA 103 146 0 NA NA NA NA NA 177 222 0 NA NA NA NA NA 594 646 506 NA NA NA NA NA 685 749 534 NA NA NA NA
1468875600.0 10024.2 NA 103 238 0 NA NA NA NA NA 177 322 0 NA NA NA NA NA 502 1554 487 NA NA NA NA NA 792 1904 503 NA NA NA NA
1468875600.0 10024.3 NA 101 141 0 NA NA NA NA NA 177 218 0 NA NA NA NA NA 585 684 370 NA NA NA NA NA 1008 1161 385 NA NA NA NA
1468875600.0 10024.4 NA 103 231 0 NA NA NA NA NA 176 321 0 NA NA NA NA NA 618 1904 610 NA NA NA NA NA 694 2006 626 NA NA NA NA
1468875600.0 10024.5 NA 103 140 0 NA NA NA NA NA 177 218 0 NA NA NA NA NA 656 686 440 NA NA NA NA NA 1195 804 474 NA NA NA NA
1468875600.0 10025.0 NA 111 232 0 NA NA NA NA NA 176 322 0 NA NA NA NA NA 644 1740 640 NA NA NA NA NA 730 3215 659 NA NA NA NA
1468875600.0 10026.0 NA 104 241 0 NA NA NA NA NA 177 323 0 NA NA NA NA NA 493 1643 421 NA NA NA NA NA 575 1699 434 NA NA NA NA
1468875600.0 1003.0 NA 179 0 NA NA NA NA NA NA 248 0 NA NA NA NA NA NA 4069 596 NA NA NA NA NA NA 4165 615 NA NA NA NA NA
1468875600.0 1004.0 NA 180 131 0 0 0 0 NA NA 243 181 0 0 0 0 NA NA 772 320 10 105 547 577 NA NA 805 340 15 108 552 582 NA
1468875600.0 101.0 81 NA NA NA NA NA NA NA 143 NA NA NA NA NA NA NA 2196 NA NA NA NA NA NA NA 2264 NA NA NA NA NA NA NA
1468875600.0 102.0 82 NA NA NA NA NA NA NA 142 NA NA NA NA NA NA NA 1492 NA NA NA NA NA NA NA 1567 NA NA NA NA NA NA NA
1468875600.0 10224.0 NA 137 308 0 NA NA NA NA NA 206 393 0 NA NA NA NA NA 3759 7591 952 NA NA NA NA NA 8240 12018 1008 NA NA NA NA
1468875600.0 10225.0 NA 135 297 0 NA NA NA NA NA 207 396 0 NA NA NA NA NA 3887 6404 920 NA NA NA NA NA 12166 16748 969 NA NA NA NA
1468875600.0 103.0 37 0 0 NA NA NA NA NA 78 0 0 NA NA NA NA NA 632 153 368 NA NA NA NA NA 653 160 400 NA NA NA NA NA
1468875600.0 105.0 53 78 23 NA NA NA NA NA 98 149 55 NA NA NA NA NA 3239 535 9 NA NA NA NA NA 3565 558 21 NA NA NA NA NA
1468875600.0 106.0 37 0 0 NA NA NA NA NA 78 0 0 NA NA NA NA NA 638 236 331 NA NA NA NA NA 654 269 404 NA NA NA NA NA
1468875600.0 107.0 52 83 195 NA NA NA NA NA 99 149 258 NA NA NA NA NA 4716 431 710 NA NA NA NA NA 4890 484 750 NA NA NA NA NA
1468875600.0 108.0 59 82 197 NA NA NA NA NA 101 149 258 NA NA NA NA NA 8983 522 1016 NA NA NA NA NA 9545 548 1044 NA NA NA NA NA
1468875600.0 10821.0 93 NA NA NA NA NA NA NA 135 NA NA NA NA NA NA NA 3871 NA NA NA NA NA NA NA 4093 NA NA NA NA NA NA NA
1468875600.0 10824.0 104 NA NA NA NA NA NA NA 153 NA NA NA NA NA NA NA 16069 NA NA NA NA NA NA NA 25504 NA NA NA NA NA NA NA
1468875600.0 10825.0 104 NA NA NA NA NA NA NA 151 NA NA NA NA NA NA NA 13076 NA NA NA NA NA NA NA 18519 NA NA NA NA NA NA NA
1468875600.0 10826.0 107 NA NA NA NA NA NA NA 157 NA NA NA NA NA NA NA 32671 NA NA NA NA NA NA NA 33713 NA NA NA NA NA NA NA
1468875600.0 109.0 55 80 200 NA NA NA NA NA 101 148 258 NA NA NA NA NA 8587 587 1076 NA NA NA NA NA 9438 880 1120 NA NA NA NA NA
1468875600.0 11.0 NA 79 205 0 58 NA NA NA NA 152 268 0 92 NA NA NA NA 2016 1307 1062 57 NA NA NA NA 2123 1582 1123 67 NA NA NA
1468875600.0 110.0 51 78 193 NA NA NA NA NA 90 149 258 NA NA NA NA NA 810 502 802 NA NA NA NA NA 851 527 840 NA NA NA NA NA
1468875600.0 1102.0 NA 82 203 115 68 NA NA NA NA 152 265 178 114 NA NA NA NA 2219 3022 2605 179 NA NA NA NA 2315 3068 2650 185 NA NA NA
1468875600.0 111.0 52 78 191 NA NA NA NA NA 97 149 258 NA NA NA NA NA 3774 486 817 NA NA NA NA NA 4013 560 1020 NA NA NA NA NA
1468875600.0 112.0 53 79 195 NA NA NA NA NA 99 150 259 NA NA NA NA NA 5331 424 670 NA NA NA NA NA 5394 454 703 NA NA NA NA NA
1468875600.0 113.0 53 81 195 NA NA NA NA NA 102 150 259 NA NA NA NA NA 6420 449 678 NA NA NA NA NA 7268 477 709 NA NA NA NA NA
1468875600.0 114.0 53 79 195 NA NA NA NA NA 100 149 258 NA NA NA NA NA 7155 574 945 NA NA NA NA NA 11667 901 1014 NA NA NA NA NA
1468875600.0 115.0 55 80 196 NA NA NA NA NA 102 150 259 NA NA NA NA NA 6165 457 728 NA NA NA NA NA 7001 497 753 NA NA NA NA NA
1468875600.0 116.0 54 90 196 NA NA NA NA NA 101 150 259 NA NA NA NA NA 7436 496 791 NA NA NA NA NA 7847 526 831 NA NA NA NA NA
1468875600.0 117.0 55 83 200 NA NA NA NA NA 101 149 258 NA NA NA NA NA 9735 542 1013 NA NA NA NA NA 15756 806 1056 NA NA NA NA NA
1468875600.0 118.0 56 86 200 NA NA NA NA NA 101 149 258 NA NA NA NA NA 9450 564 943 NA NA NA NA NA 10010 774 985 NA NA NA NA NA
1468875600.0 119.0 52 75 194 NA NA NA NA NA 99 149 258 NA NA NA NA NA 4679 414 599 NA NA NA NA NA 4790 440 620 NA NA NA NA NA
1468875600.0 12.0 NA 80 201 0 NA NA NA NA NA 151 263 0 NA NA NA NA NA 2448 3086 1006 NA NA NA NA NA 2582 3149 1024 NA NA NA NA
