Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470301200.0 106.0 36 0 0 NA NA 77 0 0 NA NA 406 105 174 NA NA 417 123 221 NA NA
1470301200.0 108.0 56 78 191 NA NA 102 147 250 NA NA 6989 380 592 NA NA 7377 499 623 NA NA
1470301200.0 125.0 57 77 187 NA NA 101 147 250 NA NA 8293 356 500 NA NA 8656 400 541 NA NA
1470301200.0 133.0 57 78 190 NA NA 103 147 251 NA NA 6159 398 763 NA NA 6505 490 816 NA NA
1470301200.0 134.803 NA 37 230 0 NA NA 88 309 0 NA NA 159 7054 612 NA NA 280 8137 636 NA
1470301200.0 134.804 NA 37 239 0 NA NA 87 309 0 NA NA 165 8028 550 NA NA 247 9128 572 NA
1470301200.0 134.806 NA 38 239 0 NA NA 86 309 0 NA NA 167 8715 578 NA NA 283 9627 600 NA
1470301200.0 134.809 NA 35 229 0 NA NA 84 301 0 NA NA 163 7259 514 NA NA 319 8309 525 NA
1470301200.0 134.902 NA 36 226 0 NA NA 89 297 0 NA NA 140 6517 546 NA NA 189 6982 574 NA
1470301200.0 135.11 231 0 105 NA NA 306 0 158 NA NA 1094 339 350 NA NA 1475 360 399 NA NA
1470301200.0 1360.0 68 165 249 0 NA 159 217 315 0 NA 4243 604 1519 1719 NA 5830 1056 1945 1751 NA
1470301200.0 204.0 54 87 205 0 NA 99 154 275 0 NA 3796 742 1336 577 NA 4288 1201 1722 732 NA
1470301200.0 250402.0 235 0 106 NA NA 317 0 159 NA NA 1603 305 411 NA NA 2172 320 714 NA NA
1470301200.0 250403.0 236 0 109 NA NA 315 0 159 NA NA 1446 297 425 NA NA 1941 316 507 NA NA
1470301200.0 250409.0 239 0 111 NA NA 322 0 159 NA NA 1796 364 518 NA NA 2384 446 583 NA NA
1470301200.0 25402.0 264 0 104 NA NA 365 0 159 NA NA 4356 377 504 NA NA 6572 394 552 NA NA
1470301200.0 25403.0 265 0 104 NA NA 363 0 159 NA NA 3433 366 381 NA NA 5230 401 419 NA NA
1470301200.0 280.0 91 78 189 0 NA 171 147 250 0 NA 7043 397 612 548 NA 7444 416 748 567 NA
1470301200.0 37.0 NA 88 203 0 NA NA 149 254 0 NA NA 2031 2981 583 NA NA 2082 3083 603 NA
1470301200.0 4.44 NA 41 220 0 NA NA 79 277 0 NA NA 129 4822 500 NA NA 244 5015 594 NA
1470301200.0 4.54 NA 41 227 0 NA NA 79 297 0 NA NA 127 7043 531 NA NA 268 7704 573 NA
1470301200.0 4.55 NA 34 224 0 NA NA 79 303 0 NA NA 130 9067 538 NA NA 255 9736 558 NA
1470301200.0 500200.1 63 107 178 NA NA 109 165 240 NA NA 6509 700 2774 NA NA 7835 888 2951 NA NA
1470301200.0 7.0 36 0 0 0 0 75 0 0 0 0 387 67 132 19 146 400 84 148 30 170
1470301200.0 7.1 36 0 0 0 0 75 0 0 0 0 385 74 136 20 153 396 86 155 32 178
