Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1469916000.0 10.0 NA 75 173 0 NA NA NA NA 140 223 0 NA NA NA NA 2713 3126 754 NA NA NA NA 2881 3266 773 NA NA NA
1469916000.0 1000.0 NA 169 100 0 29 NA NA NA 230 153 0 67 NA NA NA 3598 878 1003 128 NA NA NA 3782 1064 1040 186 NA NA
1469916000.0 1001.0 NA 159 101 0 0 0 0 NA 216 141 0 0 0 0 NA 3370 526 99 139 449 78 NA 3509 625 112 163 501 90
1469916000.0 1003.0 NA 152 0 NA NA NA NA NA 216 0 NA NA NA NA NA 5094 1050 NA NA NA NA NA 5275 1097 NA NA NA NA
1469916000.0 107.0 50 74 161 NA NA NA NA 95 143 222 NA NA NA NA 5454 815 890 NA NA NA NA 5544 921 1031 NA NA NA NA
1469916000.0 11.0 NA 68 169 0 37 NA NA NA 140 232 0 75 NA NA NA 2832 1632 1004 57 NA NA NA 2933 1699 1034 71 NA NA
1469916000.0 112.0 51 77 162 NA NA NA NA 96 143 222 NA NA NA NA 5175 773 848 NA NA NA NA 5336 858 969 NA NA NA NA
1469916000.0 113.0 51 76 162 NA NA NA NA 96 143 223 NA NA NA NA 5229 717 858 NA NA NA NA 5288 800 951 NA NA NA NA
1469916000.0 114.0 50 74 159 NA NA NA NA 96 143 216 NA NA NA NA 6244 820 884 NA NA NA NA 6433 924 966 NA NA NA NA
1469916000.0 119.0 51 76 161 NA NA NA NA 96 143 222 NA NA NA NA 5399 743 858 NA NA NA NA 5477 831 954 NA NA NA NA
1469916000.0 125.0 52 83 167 NA NA NA NA 97 143 222 NA NA NA NA 5878 602 758 NA NA NA NA 6513 659 800 NA NA NA NA
1469916000.0 1303.0 63 126 149 NA NA NA NA 108 169 204 NA NA NA NA 12826 876 1553 NA NA NA NA 13747 1092 1648 NA NA NA NA
1469916000.0 134.703 NA 90 199 0 NA NA NA NA 148 271 0 NA NA NA NA 1276 7879 1102 NA NA NA NA 1743 8494 1135 NA NA NA
1469916000.0 134.704 NA 88 193 0 NA NA NA NA 147 259 0 NA NA NA NA 1208 7431 1113 NA NA NA NA 1658 8137 1127 NA NA NA
1469916000.0 134.804 NA 102 211 0 NA NA NA NA 157 270 0 NA NA NA NA 2199 10049 1017 NA NA NA NA 2550 10284 1049 NA NA NA
1469916000.0 134.805 NA 101 205 0 NA NA NA NA 161 271 0 NA NA NA NA 2343 9996 1026 NA NA NA NA 2805 10253 1055 NA NA NA
1469916000.0 134.806 NA 102 210 0 NA NA NA NA 160 268 0 NA NA NA NA 2753 10958 1061 NA NA NA NA 3154 11149 1089 NA NA NA
1469916000.0 135.1 179 0 93 NA NA NA NA 243 0 137 NA NA NA NA 1407 258 394 NA NA NA NA 2140 275 562 NA NA NA NA
1469916000.0 135.12 174 0 89 NA NA NA NA 239 0 135 NA NA NA NA 1416 269 387 NA NA NA NA 1611 284 451 NA NA NA NA
1469916000.0 135.3 161 0 86 NA NA NA NA 222 0 133 NA NA NA NA 1129 235 325 NA NA NA NA 1266 249 378 NA NA NA NA
1469916000.0 135.7 174 0 93 NA NA NA NA 239 0 138 NA NA NA NA 1096 241 342 NA NA NA NA 1853 264 521 NA NA NA NA
1469916000.0 14.0 NA 70 161 0 NA NA NA NA 140 222 0 NA NA NA NA 3066 3120 941 NA NA NA NA 3121 3230 974 NA NA NA
1469916000.0 140.52 NA 173 159 0 NA NA NA NA 231 214 0 NA NA NA NA 3040 2402 494 NA NA NA NA 3218 2518 509 NA NA NA
1469916000.0 20.0 NA 69 159 0 NA NA NA NA 140 222 0 NA NA NA NA 2817 2115 854 NA NA NA NA 2946 2230 894 NA NA NA
1469916000.0 202.0 NA 75 180 0 NA NA NA NA 140 243 0 NA NA NA NA 1070 2135 988 NA NA NA NA 1483 2505 1040 NA NA NA
1469916000.0 21.0 NA 69 158 0 NA NA NA NA 140 222 0 NA NA NA NA 2918 2477 861 NA NA NA NA 3035 2589 944 NA NA NA
1469916000.0 250400.0 185 0 90 NA NA NA NA 259 0 138 NA NA NA NA 2150 255 774 NA NA NA NA 2361 267 877 NA NA NA NA
1469916000.0 250402.0 185 0 90 NA NA NA NA 260 0 137 NA NA NA NA 2336 275 757 NA NA NA NA 2668 288 880 NA NA NA NA
1469916000.0 250403.0 182 0 98 NA NA NA NA 256 0 138 NA NA NA NA 1650 216 527 NA NA NA NA 2334 236 601 NA NA NA NA
1469916000.0 250407.0 167 0 91 NA NA NA NA 242 0 139 NA NA NA NA 1753 262 651 NA NA NA NA 1929 401 707 NA NA NA NA
1469916000.0 28.0 NA 75 172 0 NA NA NA NA 139 222 0 NA NA NA NA 2670 2903 800 NA NA NA NA 2745 3051 819 NA NA NA
1469916000.0 33.0 NA 65 160 0 NA NA NA NA 140 222 0 NA NA NA NA 3130 2309 878 NA NA NA NA 3328 2420 1028 NA NA NA
1469916000.0 36.0 NA 68 166 0 NA NA NA NA 139 225 0 NA NA NA NA 2234 12244 755 NA NA NA NA 2353 12445 781 NA NA NA
1469916000.0 4.26 NA 47 184 0 NA NA NA NA 83 251 0 NA NA NA NA 82 3926 1146 NA NA NA NA 124 4231 1176 NA NA NA
1469916000.0 4.36 NA 47 184 0 NA NA NA NA 82 248 0 NA NA NA NA 102 4279 1056 NA NA NA NA 126 4567 1125 NA NA NA
1469916000.0 4.52 NA 22 190 0 NA NA NA NA 65 252 0 NA NA NA NA 96 9230 971 NA NA NA NA 169 9465 986 NA NA NA
1469916000.0 4.55 NA 22 188 0 NA NA NA NA 64 251 0 NA NA NA NA 100 10863 885 NA NA NA NA 166 11151 910 NA NA NA
1469916000.0 4.62 NA 22 185 0 NA NA NA NA 65 253 0 NA NA NA NA 88 8179 950 NA NA NA NA 161 8489 995 NA NA NA
1469916000.0 4.65 NA 21 196 0 NA NA NA NA 64 262 0 NA NA NA NA 95 13593 991 NA NA NA NA 244 13795 1011 NA NA NA
1469916000.0 4.67 NA 44 197 0 NA NA NA NA 82 264 0 NA NA NA NA 120 10671 991 NA NA NA NA 198 10851 1017 NA NA NA
1469916000.0 4.68 NA 23 187 0 NA NA NA NA 65 250 0 NA NA NA NA 76 7728 951 NA NA NA NA 99 8179 999 NA NA NA
1469916000.0 4.73 NA 23 187 0 NA NA NA NA 66 259 0 NA NA NA NA 87 9169 960 NA NA NA NA 114 9382 988 NA NA NA
1469916000.0 4.76 NA 45 187 0 NA NA NA NA 78 262 0 NA NA NA NA 85 8319 951 NA NA NA NA 131 8650 1007 NA NA NA
1469916000.0 4.77 NA 47 196 0 NA NA NA NA 82 267 0 NA NA NA NA 120 12128 935 NA NA NA NA 171 12306 966 NA NA NA
1469916000.0 4000.0 NA 70 164 NA NA NA NA NA 140 222 NA NA NA NA NA 3510 4867 NA NA NA NA NA 3565 5080 NA NA NA NA
1469916000.0 4006.0 44 98 182 NA NA NA NA 87 150 252 NA NA NA NA 2233 1125 2195 NA NA NA NA 2307 1590 2701 NA NA NA NA
1469916000.0 44.0 NA 70 161 0 NA NA NA NA 140 222 0 NA NA NA NA 3198 3145 864 NA NA NA NA 3281 3265 891 NA NA NA
1469916000.0 515.0 13 33 0 NA NA NA NA 112 63 0 NA NA NA NA 11 59 19 NA NA NA NA 3702 77 37 NA NA NA NA
