Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1468400400.0 1.0 51 78 127 NA NA NA NA 97 147 183 NA NA NA NA 2706 378 1223 NA NA NA NA 2963 394 1245 NA NA NA NA
1468400400.0 10.0 NA 85 202 0 NA NA NA NA 151 259 0 NA NA NA NA 2063 2062 619 NA NA NA NA 2258 2527 632 NA NA NA
1468400400.0 10021.0 NA 110 227 0 NA NA NA NA 176 321 0 NA NA NA NA 451 1686 496 NA NA NA NA 567 2196 556 NA NA NA
1468400400.0 10023.0 NA 100 228 0 NA NA NA NA 176 321 0 NA NA NA NA 462 1237 449 NA NA NA NA 617 1544 483 NA NA NA
1468400400.0 10024.0 NA 102 239 0 NA NA NA NA 176 322 0 NA NA NA NA 515 1513 530 NA NA NA NA 1317 1768 557 NA NA NA
1468400400.0 10024.1 NA 104 148 0 NA NA NA NA 176 222 0 NA NA NA NA 449 467 359 NA NA NA NA 572 555 369 NA NA NA
1468400400.0 10024.2 NA 110 233 0 NA NA NA NA 176 321 0 NA NA NA NA 503 1501 484 NA NA NA NA 691 2036 542 NA NA NA
1468400400.0 10024.3 NA 110 151 0 NA NA NA NA 176 217 0 NA NA NA NA 455 466 309 NA NA NA NA 634 555 321 NA NA NA
1468400400.0 10024.4 NA 104 229 0 NA NA NA NA 176 320 0 NA NA NA NA 862 2001 732 NA NA NA NA 998 2236 835 NA NA NA
1468400400.0 10024.5 NA 104 141 0 NA NA NA NA 176 217 0 NA NA NA NA 438 449 310 NA NA NA NA 547 533 319 NA NA NA
1468400400.0 10025.0 NA 100 228 0 NA NA NA NA 176 321 0 NA NA NA NA 436 1342 463 NA NA NA NA 606 1644 482 NA NA NA
1468400400.0 10026.0 NA 106 255 0 NA NA NA NA 176 322 0 NA NA NA NA 781 1897 622 NA NA NA NA 1348 1980 635 NA NA NA
1468400400.0 1003.0 NA 177 0 NA NA NA NA NA 250 0 NA NA NA NA NA 3279 374 NA NA NA NA NA 4618 871 NA NA NA NA
1468400400.0 1004.0 NA 178 140 0 0 0 0 NA 242 180 0 0 0 0 NA 617 265 7 64 459 608 NA 651 277 12 70 466 612
1468400400.0 101.0 82 NA NA NA NA NA NA 142 NA NA NA NA NA NA 1443 NA NA NA NA NA NA 1463 NA NA NA NA NA NA
1468400400.0 102.0 83 NA NA NA NA NA NA 141 NA NA NA NA NA NA 1045 NA NA NA NA NA NA 1093 NA NA NA NA NA NA
1468400400.0 10224.0 NA 146 304 0 NA NA NA NA 200 402 0 NA NA NA NA 2832 5090 597 NA NA NA NA 7340 10936 642 NA NA NA
1468400400.0 10225.0 NA 142 288 0 NA NA NA NA 210 397 0 NA NA NA NA 2879 4800 563 NA NA NA NA 11551 20319 602 NA NA NA
1468400400.0 103.0 37 0 0 NA NA NA NA 77 0 0 NA NA NA NA 476 100 190 NA NA NA NA 486 110 208 NA NA NA NA
1468400400.0 105.0 51 77 22 NA NA NA NA 97 149 54 NA NA NA NA 2736 363 3 NA NA NA NA 2862 395 6 NA NA NA NA
1468400400.0 106.0 38 0 0 NA NA NA NA 77 0 0 NA NA NA NA 491 119 188 NA NA NA NA 606 128 203 NA NA NA NA
1468400400.0 107.0 53 78 192 NA NA NA NA 99 149 256 NA NA NA NA 6429 718 842 NA NA NA NA 7224 752 883 NA NA NA NA
