Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1469916000.0 1001.0 NA 161 105 0 0 0 0 NA 219 145 0 0 0 0 NA 3161 539 127 129 459 105 NA 3306 615 137 139 501 117
1469916000.0 1003.0 NA 154 0 NA NA NA NA NA 219 0 NA NA NA NA NA 4824 851 NA NA NA NA NA 4998 876 NA NA NA NA
1469916000.0 101.0 77 NA NA NA NA NA NA 129 NA NA NA NA NA NA 1763 NA NA NA NA NA NA 1787 NA NA NA NA NA NA
1469916000.0 102.0 75 NA NA NA NA NA NA 130 NA NA NA NA NA NA 1322 NA NA NA NA NA NA 1352 NA NA NA NA NA NA
1469916000.0 105.0 47 72 18 NA NA NA NA 90 116 53 NA NA NA NA 2825 477 4 NA NA NA NA 2858 506 10 NA NA NA NA
1469916000.0 11.0 NA 66 169 0 38 NA NA NA 117 228 0 76 NA NA NA 2358 1702 1074 59 NA NA NA 2501 1816 1097 68 NA NA
1469916000.0 1102.0 NA 75 165 107 59 NA NA NA 119 225 151 100 NA NA NA 2019 3245 1835 197 NA NA NA 2056 3280 1866 208 NA NA
1469916000.0 112.0 49 75 164 NA NA NA NA 92 118 225 NA NA NA NA 4835 543 929 NA NA NA NA 4911 566 969 NA NA NA NA
1469916000.0 114.0 49 72 162 NA NA NA NA 92 117 225 NA NA NA NA 4748 541 922 NA NA NA NA 4827 573 974 NA NA NA NA
1469916000.0 116.0 50 76 167 NA NA NA NA 93 117 225 NA NA NA NA 6463 623 1141 NA NA NA NA 6672 650 1175 NA NA NA NA
1469916000.0 118.0 50 83 166 NA NA NA NA 93 117 225 NA NA NA NA 6822 633 1212 NA NA NA NA 7006 700 1261 NA NA NA NA
1469916000.0 119.0 49 72 167 NA NA NA NA 92 116 225 NA NA NA NA 4957 490 642 NA NA NA NA 5021 509 656 NA NA NA NA
1469916000.0 123.3 141 NA NA NA NA NA NA 196 NA NA NA NA NA NA 579 NA NA NA NA NA NA 603 NA NA NA NA NA NA
1469916000.0 124.1 147 NA NA NA NA NA NA 203 NA NA NA NA NA NA 577 NA NA NA NA NA NA 612 NA NA NA NA NA NA
1469916000.0 124.4 148 NA NA NA NA NA NA 204 NA NA NA NA NA NA 581 NA NA NA NA NA NA 608 NA NA NA NA NA NA
1469916000.0 124.5 147 NA NA NA NA NA NA 203 NA NA NA NA NA NA 605 NA NA NA NA NA NA 636 NA NA NA NA NA NA
1469916000.0 124.6 141 NA NA NA NA NA NA 196 NA NA NA NA NA NA 595 NA NA NA NA NA NA 619 NA NA NA NA NA NA
1469916000.0 125.0 50 73 168 NA NA NA NA 93 118 225 NA NA NA NA 5992 338 616 NA NA NA NA 6080 347 629 NA NA NA NA
1469916000.0 129.0 40 69 159 NA NA NA NA 82 112 224 NA NA NA NA 872 452 727 NA NA NA NA 897 476 772 NA NA NA NA
1469916000.0 1303.0 60 121 149 NA NA NA NA 105 163 203 NA NA NA NA 9894 408 789 NA NA NA NA 10392 435 822 NA NA NA NA
1469916000.0 134.703 NA 90 201 0 NA NA NA NA 153 274 0 NA NA NA NA 1150 8377 583 NA NA NA NA 1347 8810 590 NA NA NA
1469916000.0 134.704 NA 90 199 0 NA NA NA NA 151 259 0 NA NA NA NA 1150 7442 596 NA NA NA NA 1204 7541 613 NA NA NA
1469916000.0 134.803 NA 97 200 0 NA NA NA NA 159 261 0 NA NA NA NA 1607 9674 519 NA NA NA NA 1662 9751 526 NA NA NA
1469916000.0 134.807 NA 110 207 0 NA NA NA NA 163 272 0 NA NA NA NA 2013 8039 632 NA NA NA NA 2090 8138 642 NA NA NA
1469916000.0 134.808 NA 106 203 0 NA NA NA NA 165 274 0 NA NA NA NA 1887 11987 552 NA NA NA NA 1951 12053 559 NA NA NA
1469916000.0 135.11 180 0 90 NA NA NA NA 249 0 139 NA NA NA NA 1780 311 456 NA NA NA NA 1942 334 515 NA NA NA NA
1469916000.0 135.3 162 0 86 NA NA NA NA 225 0 137 NA NA NA NA 948 243 308 NA NA NA NA 1103 255 351 NA NA NA NA
1469916000.0 135.5 171 0 87 NA NA NA NA 241 0 136 NA NA NA NA 1059 269 383 NA NA NA NA 1178 283 423 NA NA NA NA
1469916000.0 135.8 75 NA NA NA NA NA NA 127 NA NA NA NA NA NA 415 NA NA NA NA NA NA 473 NA NA NA NA NA NA
1469916000.0 135.9 176 0 88 NA NA NA NA 243 0 136 NA NA NA NA 1049 268 341 NA NA NA NA 1152 283 379 NA NA NA NA
1469916000.0 15.0 NA 63 160 0 NA NA NA NA 115 217 0 NA NA NA NA 2227 1561 955 NA NA NA NA 2375 1689 1009 NA NA NA
1469916000.0 16.0 NA 67 160 0 NA NA NA NA 118 224 0 NA NA NA NA 2365 2104 849 NA NA NA NA 2531 2233 875 NA NA NA
1469916000.0 17.0 NA 63 159 0 NA NA NA NA 115 225 0 NA NA NA NA 2308 1808 864 NA NA NA NA 2462 1932 889 NA NA NA
1469916000.0 18.0 NA 63 161 0 NA NA NA NA 115 217 0 NA NA NA NA 2193 1402 906 NA NA NA NA 2340 1504 946 NA NA NA
1469916000.0 19.0 NA 64 161 0 NA NA NA NA 114 225 0 NA NA NA NA 2224 1531 933 NA NA NA NA 2377 1667 984 NA NA NA
1469916000.0 20.0 NA 66 159 0 NA NA NA NA 118 225 0 NA NA NA NA 2381 2133 886 NA NA NA NA 2534 2270 912 NA NA NA
1469916000.0 202.0 NA 77 180 0 NA NA NA NA 127 247 0 NA NA NA NA 913 2479 930 NA NA NA NA 1337 2876 953 NA NA NA
1469916000.0 203.0 NA 72 176 0 NA NA NA NA 127 243 0 NA NA NA NA 873 1982 936 NA NA NA NA 1251 2371 966 NA NA NA
1469916000.0 205.0 NA 73 176 0 NA NA NA NA 127 243 0 NA NA NA NA 909 1984 926 NA NA NA NA 1319 2335 950 NA NA NA
1469916000.0 26.0 NA 67 165 0 NA NA NA NA 118 226 0 NA NA NA NA 2631 2650 920 NA NA NA NA 2806 2773 933 NA NA NA
1469916000.0 28.0 NA 75 171 0 NA NA NA NA 118 225 0 NA NA NA NA 3497 4046 1043 NA NA NA NA 3551 4146 1067 NA NA NA
1469916000.0 29.0 NA 67 165 0 NA NA NA NA 118 226 0 NA NA NA NA 2671 2900 950 NA NA NA NA 2800 3049 985 NA NA NA
1469916000.0 3.0 52 80 120 NA NA NA NA 96 112 167 NA NA NA NA 8127 289 865 NA NA NA NA 8284 304 882 NA NA NA NA
1469916000.0 36.0 NA 77 167 0 NA NA NA NA 119 228 0 NA NA NA NA 1809 9840 448 NA NA NA NA 1840 9887 456 NA NA NA
1469916000.0 4.23 NA 56 190 0 NA NA NA NA 101 257 0 NA NA NA NA 178 3654 1389 NA NA NA NA 297 3909 1425 NA NA NA
