Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1470171600.0 11021.0 100 577 93 NA NA 152 634 145 NA NA 10032 3827 1118 NA NA 4143 2207 1159 NA NA
1470171600.0 1302.0 92 193 185 NA NA 170 300 304 NA NA 10962 756 687 NA NA 3583 518 585 NA NA
1470171600.0 1306.0 NA 194 433 0 NA NA 306 552 0 NA NA 685 2178 1270 NA NA 570 2170 1283 NA
1470171600.0 1312.0 NA 201 453 0 NA NA 330 553 0 NA NA 728 2209 1302 NA NA 553 2014 1317 NA
1470171600.0 1325.0 NA 208 451 0 73 NA 327 574 0 119 NA 1358 3680 2265 264 NA 987 3277 2287 324
1470171600.0 1325.2 NA 207 461 0 NA NA 320 570 0 NA NA 812 2249 1315 NA NA 589 2024 1332 NA
1470171600.0 1329.0 NA 191 449 0 NA NA 336 562 0 NA NA 694 1911 1209 NA NA 975 1858 1241 NA
1470171600.0 1336.0 NA 205 466 0 NA NA 337 576 0 NA NA 1009 3623 1383 NA NA 645 2960 1401 NA
1470171600.0 134.805 NA 46 390 0 NA NA 97 487 0 NA NA 218 8822 403 NA NA 221 3505 422 NA
1470171600.0 134.907 NA 83 399 0 NA NA 155 484 0 NA NA 593 6444 399 NA NA 536 2817 415 NA
1470171600.0 1345.0 NA 204 455 0 NA NA 338 555 0 NA NA 758 2227 1221 NA NA 553 2200 1233 NA
1470171600.0 1348.0 NA 189 445 0 NA NA 321 535 0 NA NA 657 2209 1339 NA NA 523 2151 1368 NA
1470171600.0 135.1 410 0 107 NA NA 545 0 180 NA NA 2579 526 445 NA NA 2117 542 792 NA NA
1470171600.0 135.4 418 0 103 NA NA 532 0 176 NA NA 2314 501 386 NA NA 2107 522 781 NA NA
1470171600.0 135.9 371 0 113 NA NA 505 0 172 NA NA 2340 384 326 NA NA 1764 393 401 NA NA
1470171600.0 136.728 NA 231 445 0 NA NA 338 540 0 NA NA 3257 7032 526 NA NA 1785 2713 532 NA
1470171600.0 136.729 NA 193 418 0 NA NA 282 524 0 NA NA 6952 18280 1120 NA NA 2662 6840 1131 NA
1470171600.0 136.73 NA 210 450 0 NA NA 286 553 0 NA NA 6744 15586 1150 NA NA 2897 6148 1163 NA
1470171600.0 136.7321 NA 198 434 0 NA NA 276 552 0 NA NA 3709 12638 1193 NA NA 1863 5922 1215 NA
1470171600.0 139901.0 NA 196 462 0 NA NA 321 555 0 NA NA 812 2476 1293 NA NA 595 2634 1312 NA
1470171600.0 250203.0 NA 384 551 0 NA NA 525 676 0 NA NA 11148 2611 802 NA NA 4680 1504 809 NA
1470171600.0 250204.0 NA 374 549 0 NA NA 522 661 0 NA NA 23612 6909 1884 NA NA 9661 4140 1897 NA
1470171600.0 250205.0 NA 375 545 0 NA NA 532 653 0 NA NA 22713 6096 1836 NA NA 9230 3900 1854 NA
1470171600.0 25211.0 98 300 600 0 NA 221 422 864 0 NA 3346 2885 4458 912 NA 2864 1680 12666 938 NA
1470171600.0 25212.0 95 302 573 0 NA 234 438 874 0 NA 3775 2796 3441 914 NA 3392 1937 12811 938 NA
1470171600.0 25213.0 91 296 557 0 NA 215 455 875 0 NA 3231 3035 3363 915 NA 3105 1966 12946 938 NA
1470171600.0 25408.0 560 0 130 NA NA 717 0 184 NA NA 8793 488 921 NA NA 3507 509 545 NA NA
1470171600.0 4.57 NA 54 374 0 NA NA 99 464 0 NA NA 162 9706 422 NA NA 169 3081 435 NA
1470171600.0 4.68 NA 50 369 0 NA NA 93 455 0 NA NA 134 7542 403 NA NA 175 2639 428 NA
1470171600.0 4.77 NA 60 378 0 NA NA 99 469 0 NA NA 176 10787 404 NA NA 234 3396 439 NA
1470171600.0 500200.0 NA 184 469 0 NA NA 329 566 0 NA NA 5091 2752 558 NA NA 2657 1328 576 NA
1470171600.0 500202.0 NA 193 461 0 NA NA 334 569 0 NA NA 5059 3209 503 NA NA 2569 1519 516 NA
1470171600.0 500204.0 NA 192 454 0 NA NA 330 558 0 NA NA 5068 2685 468 NA NA 2630 1452 485 NA
1470171600.0 500205.0 NA 196 469 0 NA NA 331 562 0 NA NA 5014 2989 453 NA NA 2754 1503 478 NA
1470171600.0 50205.0 NA 158 539 0 NA NA 256 681 0 NA NA 1909 3580 483 NA NA 1389 1843 569 NA
