Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1468746000.0 1.0 84 77 137 NA NA NA NA NA 152 188 240 NA NA NA NA NA 3354 392 403 NA NA NA NA NA 1446 261 364 NA NA NA NA NA
1468746000.0 10.0 NA 100 382 0 NA NA NA NA NA 223 481 0 NA NA NA NA NA 2263 2498 470 NA NA NA NA NA 822 1092 493 NA NA NA NA
1468746000.0 1000.0 NA 347 132 0 48 NA NA NA NA 479 192 0 84 NA NA NA NA 3661 476 357 114 NA NA NA NA 2569 385 368 132 NA NA NA
1468746000.0 1001.0 NA 308 197 0 0 0 0 0 NA 394 252 0 0 0 0 0 NA 1963 392 7 27 352 34 339 NA 923 341 11 30 356 39 342
1468746000.0 1002.0 NA 343 69 NA NA NA NA NA NA 463 109 NA NA NA NA NA NA 2845 149 NA NA NA NA NA NA 1641 120 NA NA NA NA NA
1468746000.0 10021.0 NA 121 415 0 NA NA NA NA NA 241 548 0 NA NA NA NA NA 800 2080 433 NA NA NA NA NA 594 1737 456 NA NA NA NA
1468746000.0 10023.0 NA 114 411 0 NA NA NA NA NA 235 567 0 NA NA NA NA NA 739 1768 418 NA NA NA NA NA 887 1719 429 NA NA NA NA
1468746000.0 10024.0 NA 120 415 0 NA NA NA NA NA 252 570 0 NA NA NA NA NA 834 2004 454 NA NA NA NA NA 1062 1714 474 NA NA NA NA
1468746000.0 10024.1 NA 120 247 0 NA NA NA NA NA 254 360 0 NA NA NA NA NA 583 545 318 NA NA NA NA NA 414 423 323 NA NA NA NA
1468746000.0 10024.2 NA 127 415 0 NA NA NA NA NA 254 539 0 NA NA NA NA NA 812 1969 483 NA NA NA NA NA 1168 2106 508 NA NA NA NA
1468746000.0 10024.3 NA 124 239 0 NA NA NA NA NA 255 313 0 NA NA NA NA NA 395 378 175 NA NA NA NA NA 318 312 182 NA NA NA NA
