Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1468962000.0 1102.0 98 385 132 74 211 479 206 175 4040 4672 4409 324 1381 1844 1940 221
1468962000.0 1315.0 195 448 0 NA 290 570 0 NA 857 2984 1699 NA 666 2973 1711 NA
1468962000.0 1320.0 183 444 0 NA 324 559 0 NA 886 3230 1735 NA 679 3113 1773 NA
1468962000.0 1333.0 193 457 0 NA 318 582 0 NA 923 3136 1790 NA 710 3037 1811 NA
1468962000.0 1335.0 205 468 0 NA 336 579 0 NA 965 3100 1839 NA 671 3025 1869 NA
1468962000.0 1339.0 219 482 0 NA 313 596 0 NA 1344 4028 1765 NA 837 3217 1779 NA
1468962000.0 1340.0 190 460 0 NA 313 576 0 NA 1035 3326 1832 NA 816 3264 1848 NA
1468962000.0 1347.0 196 457 0 NA 339 587 0 NA 1037 3374 1817 NA 716 3172 1835 NA
1468962000.0 1353.0 199 465 0 NA 337 584 0 NA 1022 3366 1786 NA 1117 3098 1801 NA
1468962000.0 4.4 42 376 0 NA 86 465 0 NA 197 5980 522 NA 210 2509 534 NA
1468962000.0 4.41 37 363 0 NA 84 476 0 NA 249 8649 559 NA 258 3280 616 NA
1468962000.0 4.43 41 367 0 NA 86 457 0 NA 192 5511 528 NA 195 2553 548 NA
1468962000.0 4.71 41 378 0 NA 84 471 0 NA 245 7884 503 NA 244 2973 541 NA
